LPhenotypeID;LabType;Units;MinResult;MaxResult;ResultSet
97189872;Books;UYU;11684.08337;76337.62133;americanexpress
77188692;Toys;IDR;25865.21664;82689.90378;jcb
35909788;Games;RUB;35782.09176;54834.17174;china-unionpay
92012038;Electronics;PHP;41585.52233;51404.45371;laser
10779488;Grocery;ALL;22506.12709;65652.41289;jcb
92956070;Kids;EUR;30749.35742;68244.3702;visa-electron
26816415;Shoes;EUR;24370.21078;87726.86482;mastercard
74594018;Clothing;USD;32929.2562;94482.37439;mastercard
26479533;Sports;EUR;32366.02857;82158.81631;diners-club-us-ca
51832436;Home;PHP;18464.94743;92293.26308;jcb
82059726;Sports;CZK;3732.32071;83777.14779;instapayment
78917329;Home;EUR;31525.83918;95958.27687;jcb
69975106;Garden;CZK;18780.83648;50218.54621;instapayment
48513836;Health;SEK;42622.03435;65428.20676;jcb
76589059;Jewelery;CNY;3479.42449;54438.13053;switch
50404821;Shoes;CZK;30077.05932;55860.22455;visa-electron
42506697;Electronics;EUR;42783.93656;88924.70214;jcb
99876461;Clothing;NPR;22345.72416;62848.76344;mastercard
5733905;Movies;CNY;40142.89896;99414.22567;diners-club-enroute
98111640;Music;CNY;13326.61282;92194.78212;jcb
99094220;Toys;CNY;28415.46228;76313.34329;jcb
37161652;Books;CNY;19345.94992;51673.31239;china-unionpay
14853137;Books;USD;49273.74443;94177.59745;americanexpress
86055965;Health;CNY;47019.90812;83215.21988;jcb
59843475;Movies;EUR;49957.1366;88281.08084;jcb
40852475;Garden;ILS;18559.65617;63110.14062;diners-club-carte-blanche
7764181;Garden;UAH;45616.21145;56401.20633;jcb
52875660;Clothing;GHS;6702.11255;57346.84914;jcb
14912435;Electronics;CNY;14682.13536;56556.92967;jcb
62751589;Books;COP;21685.51752;70019.56604;switch
69466842;Industrial;EUR;695.15028;91036.00716;diners-club-international
80627300;Toys;CNY;23271.68196;71228.28822;jcb
94979075;Kids;DKK;18594.83333;73088.15231;switch
40624284;Jewelery;EUR;20280.08787;99188.04213;laser
28061888;Grocery;IDR;41069.91554;50426.31637;china-unionpay
27642513;Grocery;IDR;38906.70603;65234.80991;switch
43829472;Grocery;COP;11262.40325;78501.7844;jcb
48580893;Books;KHR;8839.04501;56323.71892;diners-club-enroute
84850089;Health;EUR;19671.72525;95348.40513;mastercard
60866687;Books;PHP;30133.16421;85068.27022;mastercard
67780129;Jewelery;EUR;17234.29409;56033.46671;jcb
4986366;Jewelery;THB;36418.14611;58796.97714;switch
62147604;Books;IDR;24422.55692;90326.28914;mastercard
32099150;Tools;BRL;20164.54996;60532.90691;switch
11157900;Music;ILS;400.30774;95692.37109;diners-club-enroute
68761604;Baby;PLN;10414.09531;71941.52623;americanexpress
30389531;Jewelery;BRL;26772.66821;82646.23235;mastercard
9708850;Electronics;RUB;32601.31973;83604.25114;diners-club-international
41361481;Outdoors;IDR;17581.71445;93258.91221;jcb
51828952;Sports;EUR;32057.6183;54780.60958;jcb
70239653;Kids;ALL;38874.03311;54710.67223;diners-club-carte-blanche
13892267;Games;ZWL;28725.13148;98609.50798;china-unionpay
6141608;Electronics;CAD;4417.22127;57168.00588;visa-electron
89314216;Tools;IDR;49485.10393;50898.67345;americanexpress
4637138;Games;BAM;14565.42654;92578.86704;mastercard
42578714;Tools;BRL;10215.71727;96403.93565;switch
10665011;Games;IDR;39945.58892;95911.03892;jcb
11155524;Industrial;CNY;46079.53802;78430.77614;solo
30540821;Baby;PHP;21763.03181;96393.73494;americanexpress
15390025;Home;IDR;31690.73683;86789.83126;americanexpress
4932504;Toys;RUB;23906.23697;75848.39734;mastercard
52974640;Sports;CNY;49882.60232;61023.03993;jcb
30811150;Clothing;SEK;34613.62657;56508.86024;jcb
49751942;Movies;SEK;31157.19619;55681.09963;jcb
70340492;Games;EUR;36589.71558;62985.28437;mastercard
42416975;Garden;GBP;26131.3734;75472.07381;maestro
66277187;Toys;BYR;10212.50255;90597.16024;jcb
71369248;Books;ZAR;28198.85574;68141.7223;jcb
63591222;Beauty;THB;5489.20164;78158.54975;diners-club-enroute
59935970;Home;RUB;4282.67395;52540.86824;switch
30837877;Industrial;IDR;5761.31712;82030.35775;visa
13563239;Outdoors;PHP;110.5931;64889.42058;switch
77307263;Shoes;BRL;26508.84949;91933.75806;switch
6352134;Movies;HRK;29374.92943;63628.40621;maestro
6310117;Movies;EUR;30172.58082;93147.07457;diners-club-enroute
38045566;Garden;IDR;30537.40915;52095.44805;jcb
59524116;Books;TOP;31393.92161;71010.11341;diners-club-enroute
9996274;Computers;CNY;39642.59297;54877.27568;maestro
15653697;Sports;CNY;44287.65359;95292.10291;jcb
67745201;Toys;BRL;15880.7265;76585.03342;china-unionpay
69046666;Garden;IDR;6778.71767;63061.37217;maestro
70636470;Computers;CNY;49387.87883;70264.01157;diners-club-enroute
82735533;Tools;HUF;41654.94632;87836.47151;visa-electron
81916590;Games;PYG;41365.49897;53517.05695;jcb
12954255;Toys;CNY;7260.82494;69616.9703;diners-club-enroute
30811150;Music;CNY;10914.67549;57608.37629;jcb
37991046;Clothing;EUR;7996.75644;73458.82697;switch
91307919;Clothing;CNY;49142.33684;68678.38878;diners-club-carte-blanche
27908049;Baby;XCD;29860.26114;73893.43545;jcb
8452822;Industrial;AOA;18749.47245;93548.18561;jcb
12954255;Sports;USD;12741.21398;59420.50178;jcb
68761604;Grocery;CNY;10087.84594;53363.71095;maestro
26816415;Electronics;IDR;47122.9383;79245.52099;china-unionpay
40519932;Industrial;JPY;29134.29603;55004.43013;diners-club-enroute
45324089;Electronics;EUR;35580.57166;75607.39307;jcb
15084609;Games;NGN;46178.08468;74000.06294;instapayment
11384100;Health;COP;8012.81913;66953.05301;diners-club-enroute
94903301;Toys;PLN;24830.88306;64657.42525;jcb
87967224;Shoes;TJS;48882.89526;72743.66594;mastercard
41769046;Health;CNY;42034.52128;53788.99162;diners-club-carte-blanche
44637612;Jewelery;PLN;39928.88129;99909.75384;maestro
97603112;Home;VEF;28999.32217;62734.71569;china-unionpay
82059726;Home;RUB;28628.05913;95170.54338;bankcard
39429532;Toys;CNY;2470.34235;94408.28838;jcb
14503243;Clothing;CNY;35682.77101;61261.9131;jcb
49457118;Computers;RUB;36810.8939;85421.39788;maestro
12266609;Shoes;BRL;19143.71512;78489.00046;solo
31634115;Shoes;USD;23312.92368;51347.02922;jcb
40624284;Automotive;JPY;2265.53806;81745.46637;visa-electron
7009481;Shoes;CNY;15147.79129;84227.72934;jcb
28061888;Jewelery;USD;21181.84533;52013.08106;mastercard
49932615;Home;CNY;34948.4268;66877.27306;maestro
6688744;Beauty;AFN;37253.46901;90993.33633;jcb
66020161;Music;CNY;17679.795;98478.81278;jcb
30065808;Computers;PEN;908.03198;68403.97204;diners-club-international
15967966;Outdoors;EUR;30339.29923;64396.32567;laser
31770034;Jewelery;CAD;43295.01128;74704.55932;jcb
24415581;Movies;JPY;18526.89832;57396.61489;mastercard
86210422;Books;EUR;7249.26199;92678.08565;switch
20112359;Kids;IDR;26765.22157;68162.83051;jcb
88323434;Computers;AFN;46506.37939;98885.3037;jcb
84620935;Movies;CNY;47360.57006;53814.94046;maestro
89617978;Music;PHP;45071.05623;53761.12871;diners-club-enroute
53819046;Baby;PLN;27921.10522;62984.74829;maestro
74483233;Baby;IDR;13617.33751;79623.02841;jcb
76214135;Health;CNY;33438.29566;67124.12967;jcb
7172318;Tools;HRK;49130.4105;90247.72179;jcb
64194024;Movies;AMD;22866.01796;57308.58806;diners-club-carte-blanche
23678844;Computers;IDR;5687.71935;59603.57001;china-unionpay
33760509;Books;BRL;47735.82456;51888.84608;jcb
22425197;Industrial;EUR;33421.13928;91813.81086;americanexpress
40624284;Tools;CNY;35184.61584;72681.93829;visa-electron
37181434;Kids;RUB;17229.49945;68852.5655;visa
42041824;Toys;BGN;30512.11845;69746.74905;laser
74594018;Kids;EUR;18375.77592;97158.68269;jcb
98473553;Health;CNY;45307.4494;79037.01162;mastercard
40043824;Jewelery;CZK;13844.66002;92247.21324;bankcard
28268735;Industrial;BAM;22437.11657;57556.60032;jcb
84059324;Toys;CZK;43016.9905;84508.15268;mastercard
26445865;Movies;EUR;43661.31299;69168.50477;jcb
7865729;Games;JPY;24608.10901;73551.32595;visa-electron
51580921;Beauty;HKD;12451.78317;60725.76452;jcb
65580274;Health;SEK;12564.49573;76849.27147;diners-club-international
60904730;Computers;EUR;6914.86243;79302.12998;china-unionpay
91412977;Industrial;VEF;14888.21837;57869.20051;jcb
51893856;Jewelery;EUR;24386.04682;92910.55423;jcb
33776684;Health;RUB;7404.40328;92796.09199;americanexpress
59368252;Automotive;PLN;17261.35399;70076.91123;jcb
9609973;Industrial;CNY;38261.72393;71778.40726;jcb
91692938;Automotive;EUR;963.05868;80268.39153;diners-club-enroute
78138777;Movies;PLN;17188.30368;96887.66279;diners-club-carte-blanche
90268597;Clothing;BRL;43004.86266;97380.18713;jcb
27642513;Games;PLN;25018.18142;82761.58558;jcb
54314461;Games;PHP;17038.86016;66066.0547;maestro
91692938;Computers;EUR;18388.54339;77647.11755;americanexpress
29430161;Movies;GEL;36791.45433;68341.48398;maestro
66580137;Sports;CZK;2297.57242;87515.58899;maestro
38747023;Sports;IDR;13767.31823;80013.25679;diners-club-enroute
70248928;Toys;PEN;7726.32905;83651.7576;mastercard
59471823;Home;ILS;1753.88708;85542.21597;jcb
60952318;Toys;RUB;15598.54722;91760.93943;diners-club-carte-blanche
4998708;Games;PEN;8322.64764;61255.30467;solo
50670598;Automotive;LKR;42884.26636;75842.59307;jcb
6310117;Tools;BOB;4853.93791;93922.21227;maestro
60904730;Baby;KES;7152.12608;55064.64129;jcb
90096693;Movies;CNY;15307.50813;55695.92787;bankcard
54356705;Books;CNY;47045.86371;92051.40126;jcb
94788842;Music;KGS;48598.20567;53521.74921;diners-club-international
59040089;Kids;PLN;33345.54336;77417.92922;jcb
23202618;Automotive;CNY;40879.41526;84305.18473;visa-electron
99370248;Sports;MKD;33652.5526;73040.10751;jcb
46034217;Music;CZK;45681.8804;63077.75488;jcb
66324097;Kids;XPF;2296.63013;73247.27209;diners-club-carte-blanche
17997606;Tools;NOK;38648.05059;54996.50631;mastercard
73191115;Electronics;PEN;49303.30854;51785.44844;diners-club-enroute
24512874;Sports;EUR;8229.52597;59149.42463;jcb
20366334;Movies;RUB;49774.20954;56859.53381;jcb
66729271;Beauty;CNY;42067.66194;75407.6771;jcb
97444364;Tools;USD;20932.28782;56834.07375;bankcard
88126627;Kids;VND;16679.84481;51923.22373;maestro
64194024;Shoes;ZMW;23811.56318;67518.75414;visa-electron
45563770;Sports;THB;7734.83791;91840.15667;jcb
64185484;Music;CNY;13483.40137;57574.19552;jcb
4007022;Automotive;RUB;7585.41107;54531.62258;jcb
49073119;Beauty;IDR;23149.95688;90196.98254;diners-club-enroute
76824063;Jewelery;RUB;14608.28342;64654.89393;china-unionpay
70239653;Movies;CNY;13113.20129;92276.99896;diners-club-carte-blanche
99994701;Clothing;EUR;35937.84306;84322.27729;jcb
15920192;Computers;PEN;21007.19946;57927.75621;jcb
45427966;Games;MAD;45072.0731;52751.22399;visa-electron
18882268;Games;PLN;37624.40408;62549.18383;jcb
27606998;Jewelery;USD;35738.98813;58813.80776;visa-electron
48296095;Computers;IDR;10622.78352;93958.38298;mastercard
39643235;Health;GTQ;12760.10466;88668.03397;jcb
45324089;Industrial;CLP;26508.10718;99765.50991;jcb
3553735;Automotive;CNY;10875.70975;64138.45759;switch
49073119;Books;SEK;35774.62271;55683.58997;jcb
75590355;Health;CNY;36991.555;55685.55154;jcb
94157159;Automotive;CAD;9035.74047;72806.17982;jcb
36609593;Outdoors;PEN;2610.06328;74021.39483;jcb
98759780;Industrial;NGN;4672.68147;61584.90375;jcb
97567575;Tools;CNY;31508.7955;68406.49855;maestro
67309785;Jewelery;PHP;18378.38037;82030.47944;bankcard
83948955;Movies;CNY;41613.55944;58633.07501;maestro
40158626;Kids;PHP;45945.2323;99579.90515;jcb
44666818;Electronics;IDR;23432.23684;73047.31605;jcb
15390025;Outdoors;CNY;39608.16784;85134.43311;jcb
34115401;Outdoors;EUR;4874.68563;66418.16522;jcb
6638629;Industrial;EUR;35211.80799;58590.2682;switch
67896900;Sports;NIO;1763.26162;98749.49563;jcb
81661455;Tools;PHP;45034.33304;69595.95432;bankcard
59631848;Beauty;RUB;37953.97153;60308.74108;jcb
6688744;Movies;EUR;21854.57756;60903.71148;diners-club-carte-blanche
22359738;Music;IDR;26880.95459;85207.95597;jcb
3372670;Sports;PLN;3127.76927;95609.58368;mastercard
7209116;Clothing;IDR;17638.07572;74827.84824;jcb
98331265;Baby;JPY;44500.09911;97091.49879;china-unionpay
7122716;Health;BRL;32203.40468;89383.3521;mastercard
88795948;Garden;EUR;41068.5945;72146.97258;jcb
4007022;Home;IDR;44519.08423;91426.37756;jcb
41163147;Sports;MDL;10766.60273;51159.86801;jcb
73381794;Tools;RUB;8883.74507;53275.51488;diners-club-enroute
51828952;Kids;ALL;24208.48267;59699.00723;maestro
39265766;Games;CNY;33088.3557;91597.44982;laser
4998708;Tools;ARS;36702.37584;91244.37833;diners-club-carte-blanche
56131619;Industrial;GTQ;10297.20524;70981.20475;diners-club-international
55366895;Movies;CNY;20579.14085;95599.20771;jcb
24415581;Outdoors;BRL;40367.56018;56235.34999;china-unionpay
20366334;Automotive;ZAR;13807.24924;86757.58996;maestro
84850089;Automotive;SEK;31248.31947;88506.99832;jcb
62751589;Tools;CNY;29185.51995;60297.16107;instapayment
66729271;Grocery;ZMW;27308.586;51651.69495;china-unionpay
63290350;Music;IDR;32322.81482;55845.5935;jcb
12744121;Tools;ZMW;17517.87268;51379.02533;jcb
26850957;Games;EUR;15215.70575;61614.66229;china-unionpay
63290350;Automotive;EUR;40565.01078;99663.45017;maestro
33776684;Kids;IDR;27312.94854;56401.02848;instapayment
99582542;Health;BRL;8088.72269;75330.3416;jcb
4998708;Jewelery;IDR;19235.06471;75527.46252;visa
15084609;Computers;PHP;40480.76019;53612.98226;jcb
93735971;Shoes;PEN;40574.32248;98319.46175;visa-electron
54226051;Automotive;RUB;20222.12474;74301.49255;jcb
5733905;Electronics;EUR;44436.60133;84906.43333;maestro
67551805;Outdoors;RUB;32411.81512;70739.48763;jcb
56185859;Shoes;JPY;13929.92212;60949.13603;solo
65676564;Toys;XOF;2289.65984;60898.16248;mastercard
59368252;Industrial;RUB;37851.66534;70794.11987;mastercard
66020161;Kids;CNY;49681.48413;50963.29106;china-unionpay
16867760;Tools;CNY;44074.28809;77847.08862;visa
50586126;Music;AFN;42013.93128;99809.89522;switch
38974362;Jewelery;USD;48521.50471;54070.53455;jcb
12744121;Games;IDR;14472.85892;55796.24969;visa
77167969;Industrial;CNY;29808.28827;66921.13918;mastercard
96735215;Toys;PLN;11369.04062;61915.4799;diners-club-enroute
54593541;Jewelery;IDR;530.13849;58676.89139;jcb
33442526;Electronics;YER;3813.54032;86447.48809;jcb
63944894;Movies;CNY;6284.49671;75097.2518;jcb
93398805;Electronics;CZK;33987.45423;76452.6115;jcb
82045910;Sports;BRL;41039.79689;86823.06169;jcb
43937582;Outdoors;PHP;14956.32325;57586.67067;americanexpress
5934699;Electronics;CLP;28456.17462;75855.65287;jcb
75884098;Health;SEK;3030.68969;64099.89171;jcb
9290778;Games;EUR;13807.62133;78592.83655;jcb
28521032;Toys;IDR;40642.33253;86354.66613;jcb
84620772;Home;CAD;34104.24917;59978.99232;diners-club-enroute
38974362;Home;SAR;33326.56209;92739.52399;jcb
76424446;Industrial;EUR;5408.41757;79434.58022;diners-club-enroute
11969688;Kids;CNY;12480.4358;76809.28977;visa-electron
49085491;Industrial;EUR;19662.27867;51596.02598;diners-club-us-ca
88012661;Home;VND;1525.87549;69280.2063;diners-club-enroute
88767595;Electronics;PHP;24239.00127;53872.91862;jcb
34946578;Sports;CNY;46628.95375;88374.72152;switch
95696596;Industrial;BRL;29126.59191;63757.63009;jcb
1513366;Toys;XAF;31782.97803;91020.13784;jcb
38974362;Garden;BRL;21574.72665;96391.19697;jcb
86055965;Games;CZK;37935.12189;67706.75339;switch
82802313;Electronics;IDR;18368.21509;64754.49598;jcb
26069769;Tools;CZK;44144.62633;77410.88644;jcb
38747023;Grocery;IDR;3048.82199;77138.88466;laser
48580893;Home;RSD;40583.76576;92557.29883;china-unionpay
43927325;Baby;UAH;18335.80295;57678.95966;laser
87952912;Books;CNY;43584.96139;71969.77598;jcb
49085491;Toys;CNY;49477.35468;69093.47197;jcb
15649949;Industrial;EUR;23708.11134;89781.01382;jcb
93061961;Health;RUB;3543.82626;85360.5916;jcb
22866550;Health;RUB;10635.03069;78092.78741;visa-electron
94903301;Industrial;IDR;41113.5862;73998.83965;jcb
89826279;Movies;RUB;15457.99574;55176.88988;china-unionpay
12277982;Tools;CNY;9850.02194;61077.87236;maestro
12798764;Kids;CNY;12897.66283;80740.52842;diners-club-us-ca
5934699;Garden;IDR;11641.55464;64069.28351;switch
33617192;Electronics;EUR;37146.13834;54131.3523;switch
79790663;Industrial;IDR;38184.83016;84473.35912;diners-club-enroute
32564398;Grocery;PLN;42582.54119;50953.6319;diners-club-carte-blanche
26445865;Music;UAH;47559.05233;97399.97279;diners-club-us-ca
80626157;Jewelery;CNY;14529.45062;82357.32702;jcb
95070741;Baby;CZK;20439.76667;76876.15043;jcb
31770034;Books;IDR;38620.85235;69030.81785;maestro
60572304;Kids;CNY;27244.82341;88712.91718;switch
57335107;Industrial;IDR;41682.68271;59922.20107;jcb
33924088;Computers;EUR;43205.8866;72494.52112;china-unionpay
41750368;Tools;CNY;27560.71635;85112.43133;visa
88461606;Outdoors;MNT;46705.70675;63233.58098;jcb
74321777;Electronics;BDT;15290.82629;75874.49199;mastercard
88873765;Beauty;CNY;16772.10314;98096.92339;jcb
75695762;Games;CNY;12244.17268;52471.05693;visa-electron
17795807;Outdoors;IDR;36297.81382;75310.78592;visa-electron
26816415;Jewelery;SEK;36752.51578;81449.57612;mastercard
30065808;Tools;IDR;27582.30268;53402.98142;jcb
20366334;Toys;EUR;10574.48452;75575.02392;jcb
69466842;Industrial;PHP;17877.65851;81456.00705;visa-electron
49085491;Automotive;USD;49823.36751;75061.29088;jcb
71027622;Books;PEN;153.82694;61767.63612;jcb
65720675;Sports;HTG;42626.23544;95869.1209;visa
49932615;Automotive;CNY;23813.05524;75270.73177;americanexpress
65052364;Health;UAH;28179.68031;77158.58043;china-unionpay
93237854;Health;CNY;2903.19846;68305.60791;jcb
48149250;Books;IDR;40148.10335;66544.26198;diners-club-carte-blanche
3272882;Jewelery;EUR;6646.47312;92472.85413;jcb
14826949;Outdoors;PHP;20517.64485;95798.97553;diners-club-international
2121517;Movies;MYR;21557.86591;69527.42833;visa
6083236;Tools;IDR;32319.13459;72992.8855;jcb
84620935;Sports;SEK;1522.75858;62194.53601;mastercard
62096981;Grocery;CNY;36275.53759;62932.93914;china-unionpay
62948921;Automotive;EUR;48343.63464;54306.8854;diners-club-enroute
49799297;Home;CNY;28711.05916;61299.24792;jcb
28988568;Baby;ZAR;19895.73784;60380.02067;americanexpress
77587642;Books;IDR;4629.40747;75692.71055;diners-club-carte-blanche
12744089;Sports;IDR;35560.39049;59887.63329;mastercard
3667133;Sports;EUR;9096.87427;96293.99092;maestro
91014471;Games;XOF;23315.59769;90222.42144;jcb
67172629;Games;IDR;35044.30807;65956.13213;bankcard
74594018;Kids;CRC;47821.6085;68690.67424;maestro
20366334;Toys;RUB;7457.78493;72526.31846;visa
84407473;Clothing;EUR;2392.14551;54353.34821;maestro
62877461;Electronics;EUR;43770.30383;82384.61787;jcb
89033300;Books;CNY;18096.87113;68560.60482;solo
63290350;Outdoors;PLN;45564.00664;71441.12853;americanexpress
86268559;Music;CNY;10375.1122;73252.28811;jcb
38974362;Kids;EUR;26653.23879;97911.31851;switch
91566873;Toys;AMD;6735.66065;69823.97698;mastercard
9112695;Movies;USD;9797.46347;81170.41652;maestro
87952912;Sports;CNY;18484.65546;60708.91324;jcb
98111640;Industrial;IDR;33764.44406;56043.2124;jcb
87967224;Baby;IDR;40772.63798;50992.77341;jcb
87000576;Toys;CNY;40791.79785;78513.63006;jcb
8802516;Games;XOF;27132.11336;79872.01964;laser
54497411;Grocery;BGN;41975.16788;99016.78621;jcb
32564398;Tools;RUB;19172.29346;59954.35884;visa
67309785;Outdoors;IDR;36419.54403;52779.99568;jcb
36798225;Outdoors;BRL;29665.66121;79856.51037;switch
64095666;Tools;IDR;4032.74476;62538.52967;diners-club-us-ca
18382874;Electronics;EUR;17286.57117;57395.96175;diners-club-us-ca
89703749;Electronics;RUB;4331.38643;77737.38886;jcb
99332108;Clothing;PHP;17272.28599;74674.6656;jcb
87952912;Sports;PHP;3485.30816;60237.80597;americanexpress
7009481;Tools;CNY;30038.30541;50612.61637;americanexpress
19482367;Sports;IDR;30105.62407;63397.2361;switch
26795020;Health;AUD;45199.38988;50942.09385;solo
55366895;Computers;CNY;43442.32528;86423.39867;jcb
72640118;Baby;AZN;33251.52586;87453.37451;mastercard
35909788;Clothing;EUR;1060.33924;55844.97042;jcb
82735533;Jewelery;CRC;35920.30774;51128.31769;jcb
41163147;Kids;SEK;14435.25797;81584.32891;switch
84407473;Kids;CNY;20044.15175;79537.51584;maestro
91014471;Beauty;IDR;2227.94388;91183.42682;jcb
32639036;Books;HNL;19463.81856;50464.45546;laser
8573812;Baby;EUR;14946.37917;60695.58514;jcb
76339899;Clothing;SDG;3919.282;68829.25013;americanexpress
26735723;Outdoors;ARS;38694.37489;99510.80726;bankcard
50663800;Outdoors;PHP;17189.93316;53543.01951;mastercard
4415893;Movies;RUB;20889.57406;96050.85146;visa
56438011;Shoes;IDR;647.42469;98126.89216;diners-club-carte-blanche
67007821;Jewelery;PEN;1447.85831;73034.42525;jcb
32099150;Shoes;RSD;47739.26336;65954.69912;jcb
79366594;Home;EUR;1148.19807;54111.09474;jcb
62505040;Grocery;CNY;49269.67723;69401.52733;diners-club-international
14562704;Kids;PHP;40922.46543;97936.06096;jcb
79169530;Movies;NGN;45265.85829;62638.68275;jcb
11705467;Computers;JPY;43299.13261;54162.48758;mastercard
41769046;Sports;BGN;16499.03009;95647.89475;maestro
39651254;Garden;EUR;34225.76622;70798.47052;switch
31971446;Beauty;PHP;18007.19395;95097.1644;mastercard
27550183;Tools;SEK;24385.55239;79658.45253;americanexpress
64185484;Sports;PHP;35287.47051;70896.09534;mastercard
6614114;Clothing;RUB;33680.84466;91255.2868;jcb
94788842;Games;CAD;9129.63238;88910.70394;maestro
93586131;Garden;JPY;37471.26374;76565.92766;jcb
33545177;Garden;EUR;43067.71343;71182.47819;diners-club-carte-blanche
51893856;Sports;RUB;46324.51815;64011.48824;instapayment
47343258;Home;CNY;31270.13239;51470.18265;mastercard
94747388;Books;CNY;23101.32637;74317.49907;jcb
40492274;Industrial;THB;35886.89806;69114.09659;laser
52252592;Clothing;CNY;22850.53224;95672.63715;diners-club-enroute
8573812;Beauty;BYR;45002.98542;99371.48506;mastercard
6741074;Tools;SAR;5003.20664;81808.9687;switch
63290350;Clothing;HRK;20040.31913;98294.671;jcb
67896900;Games;CNY;11363.73456;90259.78045;diners-club-us-ca
49652250;Shoes;RUB;9201.42438;77062.97843;maestro
81272952;Electronics;ALL;17150.02045;92126.71893;jcb
88461606;Music;RUB;2622.13451;96482.81667;mastercard
71593595;Jewelery;RUB;16832.28995;71074.4612;diners-club-us-ca
17548326;Books;JPY;47102.62606;79429.26993;diners-club-carte-blanche
20683334;Health;KPW;34103.43478;71000.85626;mastercard
93883477;Movies;NGN;25894.53152;64807.59926;mastercard
47343258;Beauty;NGN;44696.85567;96867.68534;jcb
11760367;Jewelery;AOA;2141.53796;84641.24815;americanexpress
48520821;Jewelery;CNY;16217.07024;58240.16008;diners-club-us-ca
71593595;Industrial;ARS;18245.80366;70889.36523;maestro
22866550;Clothing;CNY;35818.72768;86152.0564;jcb
24677983;Games;CNY;1785.32794;68965.06698;mastercard
40124658;Health;EUR;3709.49308;50552.18527;solo
35484798;Music;SAR;1309.24971;59036.23906;americanexpress
13045904;Sports;RUB;26732.77096;69440.5257;jcb
61849023;Industrial;IDR;33298.42822;59573.48225;mastercard
60854920;Electronics;PHP;32528.84032;53539.08092;instapayment
74914257;Electronics;IDR;3738.00381;54810.86996;americanexpress
24815391;Music;NGN;43776.08366;94033.73587;jcb
19468788;Health;EUR;46464.07636;84818.3176;jcb
65720675;Baby;HNL;41599.9573;95048.41417;mastercard
1811429;Games;IDR;34287.72214;68918.22508;switch
89033300;Books;RUB;44797.50346;95774.2037;jcb
66799088;Health;CAD;7351.30527;53116.12016;visa-electron
62516022;Kids;AFN;14285.30207;63892.32572;jcb
70662917;Books;IDR;18229.73185;55891.64515;jcb
69279476;Jewelery;CNY;44966.28372;76095.62629;visa
62901672;Industrial;RUB;45425.80987;71016.5501;visa
31971446;Movies;EUR;12887.98933;66255.45945;switch
39558574;Kids;USD;42275.73161;86447.2853;maestro
54605052;Baby;SEK;39637.16602;87340.35503;jcb
90462014;Electronics;AUD;30677.13031;76221.50112;jcb
84059324;Baby;CZK;33833.33294;84580.04013;maestro
93398805;Kids;THB;3093.23183;59083.25686;china-unionpay
12277982;Shoes;PHP;44865.0609;93266.26486;visa
15644359;Computers;TJS;29193.83039;95643.68877;china-unionpay
24677983;Sports;EUR;10338.09682;76409.09257;maestro
51880162;Home;RUB;13381.37449;67742.58674;jcb
62877461;Baby;CNY;37048.54608;95490.08847;jcb
39429532;Toys;RUB;1186.01402;66542.33899;mastercard
23554844;Garden;CAD;22470.00415;68201.24096;jcb
90268597;Automotive;IDR;45485.19052;54891.46144;mastercard
4415893;Clothing;USD;26268.57329;64384.56969;jcb
48982674;Toys;EUR;197.35526;63004.29219;switch
70662917;Movies;CNY;11422.09324;80874.27313;jcb
70104135;Shoes;USD;15105.38388;88837.75895;solo
45324089;Jewelery;SYP;4373.22085;69439.96849;china-unionpay
64806735;Garden;CAD;17450.67247;55487.37056;jcb
82965379;Clothing;GEL;4316.07322;87463.94643;jcb
15346538;Baby;CNY;10437.73986;80952.37532;jcb
50670598;Computers;UAH;9421.81458;80402.34124;china-unionpay
9311318;Movies;CAD;33774.40951;97739.40534;jcb
41839121;Garden;PLN;41002.83187;96539.21457;mastercard
94358019;Toys;PHP;43847.75832;59753.92338;jcb
38747023;Sports;SEK;19758.09635;98946.11135;diners-club-enroute
49434587;Toys;THB;35170.59231;95217.4865;maestro
10886826;Beauty;IDR;1819.90918;53566.63489;jcb
16613978;Electronics;CNY;8544.67322;58878.09931;jcb
76824063;Clothing;HRK;42382.84015;64157.08876;jcb
40783664;Baby;LTL;48567.68783;79314.54725;mastercard
79723274;Kids;ARS;4074.72262;66639.06872;diners-club-us-ca
56905519;Automotive;CNY;49467.15038;57755.71944;diners-club-enroute
57642901;Books;PKR;5191.67233;74260.33073;switch
34049285;Garden;EUR;2737.78876;74691.5918;bankcard
57420166;Beauty;IDR;27927.80614;82524.38217;visa-electron
30721995;Outdoors;EUR;16232.67131;72150.41528;jcb
15540134;Toys;CNY;32352.76857;62117.82633;jcb
82868413;Shoes;CNY;9028.53206;60489.47663;jcb
65580274;Books;CNY;45247.24346;77000.37483;maestro
46418896;Beauty;MYR;22530.26128;83896.88743;diners-club-carte-blanche
71931393;Tools;EUR;4488.57817;98109.91073;mastercard
25063804;Grocery;CNY;10196.00958;99842.55414;visa
63805984;Toys;CNY;32699.47407;59954.53629;laser
17997606;Clothing;CNY;25460.21411;68464.65547;diners-club-enroute
29373761;Tools;CNY;7956.18758;81119.61915;jcb
50586126;Movies;YER;37376.5187;67187.94149;diners-club-carte-blanche
51828952;Books;UAH;24931.87568;80974.03881;jcb
20668619;Industrial;RUB;18133.48835;94577.9544;bankcard
