ICDCodeID;ICDCode;ICDType;ICDDesc
582146;H02043;procedure;Spastic entropion of right eye, unspecified eyelid
742899;T23641D;diagnosis;Corros 2nd deg mul right fingers (nail), inc thumb, subs
742134;S89209P;procedure;Unsp physl fx upper end unsp fibula, subs for fx w malunion
247633;T628X2A;diagnosis;Toxic effect of noxious substnc eaten as food, slf-hrm, init
190565;C9480;procedure;Other specified leukemias not having achieved remission
870070;S72461F;procedure;Displ suprcndl fx w intrcndl extn low end r femr, 7thF
546132;C8375;procedure;Burkitt lymphoma, nodes of inguinal region and lower limb
328410;S0094XA;procedure;External constriction of unsp part of head, init encntr
382274;S92335K;diagnosis;Nondisp fx of 3rd metatarsal bone, l ft, 7thK
653424;V9102;procedure;Burn due to fishing boat on fire
371037;S59019P;diagnosis;Sltr-haris Type I physl fx low end ulna, unsp arm, 7thP
860762;S27818;procedure;Other injury of esophagus (thoracic part)
589294;C6311;diagnosis;Malignant neoplasm of right spermatic cord
275983;H16051;diagnosis;Mooren's corneal ulcer, right eye
532612;B2780;diagnosis;Other infectious mononucleosis without complication
854725;G467;procedure;Other lacunar syndromes
811127;T270XXA;diagnosis;Burn of larynx and trachea, initial encounter
150874;W5689XA;diagnosis;Oth contact with oth nonvenomous marine animals, init encntr
956263;T476X1S;procedure;Poisoning by antidiarrheal drugs, accidental, sequela
991232;M835;procedure;Other drug-induced osteomalacia in adults
502387;V770XXA;diagnosis;Driver of bus injured in clsn w statnry object nontraf, init
824113;N709;diagnosis;Salpingitis and oophoritis, unspecified
383335;V4312XD;procedure;Car passenger injured in collision w car nontraf, subs
543102;T566X4;diagnosis;Toxic effect of tin and its compounds, undetermined
401960;O418X11;diagnosis;Oth disrd of amniotic fluid and membrns, first tri, fetus 1
947658;F1318;procedure;Sedative, hypnotic or anxiolytic abuse w oth disorders
825002;Y35033;diagnosis;Legal intervnt w injury by rifl pelet, suspect injured
558535;H02733;diagnosis;Vitiligo of right eye, unsp eyelid and periocular area
269145;Q928;diagnosis;Other specified trisomies and partial trisomies of autosomes
946995;J030;procedure;Streptococcal tonsillitis
138992;S82022R;diagnosis;Displ longitud fx l patella, 7thR
946235;C4471;diagnosis;Basal cell carcinoma of skin of lower limb, including hip
564146;S61344;diagnosis;Puncture wound w foreign body of r rng fngr w damage to nail
403800;S89001K;diagnosis;Unsp physeal fx upper end of r tibia, subs for fx w nonunion
962388;S65517A;diagnosis;Laceration of blood vessel of left little finger, init
191498;T597X3S;procedure;Toxic effect of carbon dioxide, assault, sequela
147435;S72101C;diagnosis;Unsp trochan fx right femur, init for opn fx type 3A/B/C
375289;K8501;diagnosis;Idiopathic acute pancreatitis with uninfected necrosis
845610;V282XXS;diagnosis;Unsp mtrcy rider inj in nonclsn trnsp acc nontraf, sequela
811818;N071;diagnosis;Heredit neuropath, NEC w focal and seg glomerular lesions
819504;S52366N;diagnosis;Nondisp seg fx shaft of rad, unsp arm, 7thN
127654;T23591;diagnosis;Corrosion of first deg mult sites of right wrist and hand
758723;H0286;procedure;Hypertrichosis of eyelid
430579;S92022P;procedure;Disp fx of ant pro of l calcaneus, subs for fx w malunion
501082;T65811;procedure;Toxic effect of latex, accidental (unintentional)
252112;V4371XA;diagnosis;Person outside car injured in collision w SUV in traf, init
700241;F1190;diagnosis;Opioid use, unspecified, uncomplicated
393393;S52351N;diagnosis;Displ commnt fx shaft of rad, r arm, 7thN
856143;J636;diagnosis;Pneumoconiosis due to other specified inorganic dusts
489103;S52602G;procedure;Unsp fx lower end of l ulna, subs for clos fx w delay heal
700112;S63132A;diagnosis;Subluxation of proximal interphaln joint of left thumb, init
375534;O2201;procedure;Varicose veins of low extrm in pregnancy, first trimester
808537;C8282;procedure;Oth types of follicular lymphoma, intrathoracic lymph nodes
787007;S52121A;diagnosis;Disp fx of head of right radius, init for clos fx
918571;S82431J;diagnosis;Displ oblique fx shaft of r fibula, 7thJ
845549;V9322XA;diagnosis;Heat exposure on board fishing boat, initial encounter
896199;S92065B;diagnosis;Nondisp intartic fracture of l calcaneus, init for opn fx
803291;S8085;diagnosis;Superficial foreign body of lower leg
439850;H26059;diagnosis;Post subcapsular polar infantile and juv cataract, unsp eye
400417;E113522;diagnosis;Type 2 diab w prolif diab rtnop w trctn dtch macula, l eye
334738;C608;procedure;Malignant neoplasm of overlapping sites of penis
548554;M07619;diagnosis;Enteropathic arthropathies, unspecified shoulder
860578;S72411H;diagnosis;Displ unsp condyle fx low end r femr, 7thH
260386;Z207;diagnosis;Cntct w & expsr to pediculosis, acariasis & oth infestations
254858;S52222G;diagnosis;Displ transverse fx shaft of l ulna, 7thG
796875;S76901S;diagnosis;Unsp inj unsp musc/fasc/tend at thi lev, right thigh, sqla
291150;M10021;procedure;Idiopathic gout, right elbow
709106;S42202P;diagnosis;Unsp fx upper end of l humerus, subs for fx w malunion
747101;T524X3D;procedure;Toxic effect of ketones, assault, subsequent encounter
741586;S80812;procedure;Abrasion, left lower leg
722706;S41022;diagnosis;Laceration with foreign body of left shoulder
959663;S63005D;diagnosis;Unspecified dislocation of left wrist and hand, subs encntr
556856;S27301D;procedure;Unspecified injury of lung, unilateral, subsequent encounter
532123;S01412S;procedure;Laceration w/o fb of left cheek and TMJ area, sequela
958206;K08411;diagnosis;Partial loss of teeth due to trauma, class I
639356;Q7213;procedure;Congen absence of thigh and lower leg w foot present, bi
822888;S72412B;procedure;Displ unsp condyle fx low end l femr, 7thB
842023;S59232S;procedure;Sltr-haris Type III physl fx lower end rad, left arm, sqla
234211;S52346Q;procedure;Nondisp spiral fx shaft of rad, unsp arm, 7thQ
322085;S5290XQ;diagnosis;Unsp fx unsp forearm, subs for opn fx type I/2 w malunion
655224;T476X1D;procedure;Poisoning by antidiarrheal drugs, accidental, subs
663819;M65071;procedure;Abscess of tendon sheath, right ankle and foot
822363;S23143S;diagnosis;Dislocation of T7/T8 thoracic vertebra, sequela
453840;S82135J;procedure;Nondisp fx of med condyle of l tibia, 7thJ
714465;D160;procedure;Benign neoplasm of scapula and long bones of upper limb
348699;S282;procedure;Traumatic amputation of breast
822594;S72111D;procedure;Disp fx of greater trochanter of r femr, 7thD
641236;O151;diagnosis;Eclampsia complicating labor
873082;S40819A;procedure;Abrasion of unspecified upper arm, initial encounter
144668;S75899D;procedure;Inj oth blood vessels at hip and thigh level, unsp leg, subs
898686;S62663D;diagnosis;Nondisp fx of dist phalanx of l mid fngr, 7thD
317365;T7611XS;procedure;Adult physical abuse, suspected, sequela
250994;S59032P;procedure;Sltr-haris Type III physl fx low end ulna, l arm, 7thP
627933;M238X2;diagnosis;Other internal derangements of left knee
208456;T50A16;procedure;Underdosing of pertussis vaccine, including combin w pertuss
133630;Y92190;procedure;Kitchen in oth residential institution as place
214010;V616XXA;diagnosis;Passenger in hv veh injured in clsn w pedl cyc in traf, init
187794;Z8773;procedure;Personal history of congenital malform of dgstv sys
602380;P379;diagnosis;Congenital infectious or parasitic disease, unspecified
815680;S89319P;procedure;Sltr-haris Type I physl fx low end unsp fibula, 7thP
229436;H7491;procedure;Unspecified disorder of right middle ear and mastoid
480944;E035;procedure;Myxedema coma
138453;S52509D;procedure;Unsp fx the low end unsp rad, subs for clos fx w routn heal
265941;S0230;procedure;Fracture of orbital floor, unspecified side
963969;F1410;diagnosis;Cocaine abuse, uncomplicated
438029;B01;procedure;Varicella [chickenpox]
670632;V00182;procedure;Ped on oth roll-type ped convey colliding w statnry obj
228686;M6246;diagnosis;Contracture of muscle, lower leg
328187;M8960;diagnosis;Osteopathy after poliomyelitis, unspecified site
500207;T386X6A;procedure;Underdosing of antigonadtr/antiestr/antiandrg, NEC, init
947781;M2654;procedure;Insufficient anterior guidance
691980;S92532;procedure;Displaced fracture of distal phalanx of left lesser toe(s)
834806;O43233;procedure;Placenta percreta, third trimester
750287;Z012;diagnosis;Encounter for dental examination and cleaning
433909;S62165A;diagnosis;Nondisp fx of pisiform, left wrist, init for clos fx
420282;S98322;procedure;Partial traumatic amputation of left midfoot
409210;S72036K;procedure;Nondisp midcervical fx unsp femr, 7thK
376321;H26212;procedure;Cataract with neovascularization, left eye
779633;T83098A;diagnosis;Mech compl of other urinary catheter, initial encounter
593926;V367XXS;procedure;Person outsd 3-whl mv inj in clsn w nonmtr veh in traf, sqla
180950;T182XXD;procedure;Foreign body in stomach, subsequent encounter
491247;S63410A;procedure;Traum rupt of collat ligmt of r idx fngr at MCP/IP jt, init
128233;I7036;diagnosis;Athscl unsp type bypass of the extremities w gangrene
392429;S101;diagnosis;Other and unspecified superficial injuries of throat
139978;V583XXA;procedure;Occup of pk-up/van inj in nonclsn trnsp acc nontraf, init
450991;T50A93;procedure;Poisoning by other bacterial vaccines, assault
959186;H9401;diagnosis;Acustc neuritis in infec/parastc dis classd elswhr, r ear
855837;T23191;procedure;Burn of first deg mult sites of right wrist and hand
908176;R41;procedure;Oth symptoms and signs w cognitive functions and awareness
867709;Y36011D;diagnosis;War op involving explosion of depth-chg, civilian, subs
291600;S23111S;diagnosis;Dislocation of T1/T2 thoracic vertebra, sequela
186573;M0551;diagnosis;Rheumatoid polyneuropathy w rheumatoid arthritis of shoulder
568755;D433;procedure;Neoplasm of uncertain behavior of cranial nerves
465885;H10211;diagnosis;Acute toxic conjunctivitis, right eye
386127;E8940;procedure;Asymptomatic postprocedural ovarian failure
156556;M80012P;procedure;Age-rel osteopor w crnt path fx, l shldr, 7thP
800076;H40112;procedure;Primary open-angle glaucoma, left eye
312911;V833XXA;procedure;Occup of special industrial vehicle injured in traf, init
210137;T65291D;procedure;Toxic effect of tobacco and nicotine, accidental, subs
242894;M87821;procedure;Other osteonecrosis, right humerus
701715;S60349D;diagnosis;External constriction of unspecified thumb, subs encntr
199145;X93XXXA;diagnosis;Assault by handgun discharge, initial encounter
580950;S9113;diagnosis;Puncture wound w/o foreign body of toe w/o damage to nail
799000;M80829G;diagnosis;Oth osteopor w crnt path fx, unsp humer, 7thG
418435;Z950;procedure;Presence of cardiac pacemaker
454158;S95002S;procedure;Unspecified injury of dorsal artery of left foot, sequela
606771;K08112;diagnosis;Complete loss of teeth due to trauma, class II
432136;M6007;diagnosis;Infective myositis, ankle, foot and toes
807779;T33;diagnosis;Superficial frostbite
450136;Q7130;diagnosis;Congenital absence of unspecified hand and finger
944131;H34821;procedure;Venous engorgement, right eye
115127;V0501;diagnosis;Ped on rolr-skt injured in collision w rail trn/veh nontraf
596752;T8119XA;diagnosis;Other postprocedural shock, initial encounter
918188;T22112D;procedure;Burn of first degree of left forearm, subsequent encounter
874617;S60371A;diagnosis;Other superficial bite of right thumb, initial encounter
207469;I69820;procedure;Aphasia following other cerebrovascular disease
139398;J9691;procedure;Respiratory failure, unspecified with hypoxia
428061;V546XXD;diagnosis;Pasngr in pk-up/van injured in clsn w hv veh in traf, subs
150079;S52119S;procedure;Torus fracture of upper end of unspecified radius, sequela
126288;Q564;procedure;Indeterminate sex, unspecified
965351;K63;diagnosis;Other diseases of intestine
734650;M87837;procedure;Other osteonecrosis of right carpus
500911;S56291S;diagnosis;Inj oth flexor musc/fasc/tend at forarm lv, right arm, sqla
633576;E13620;procedure;Other specified diabetes mellitus with diabetic dermatitis
446255;C837;diagnosis;Burkitt lymphoma
526046;S065X3S;diagnosis;Traum subdr hem w LOC of 1-5 hrs 59 min, sequela
477693;S61042D;diagnosis;Pnctr w foreign body of left thumb w/o damage to nail, subs
261058;T560X2;diagnosis;Toxic effect of lead and its compounds, self-harm
178778;S92044G;procedure;Nondisp oth fx tuberosity of r calcaneus, 7thG
465517;T24232S;diagnosis;Burn of second degree of left lower leg, sequela
479162;S73192A;procedure;Other sprain of left hip, initial encounter
636416;S66195;diagnosis;Inj flexor musc/fasc/tend left ring finger at wrs/hnd lv
371565;H47641;diagnosis;Disord of visual cortex in vasc disord, right side of brain
807601;S12001S;diagnosis;Unspecified nondisp fx of first cervical vertebra, sequela
237850;C84Z9;diagnosis;Oth mature T/NK-cell lymph, extrnod and solid organ sites
408688;S55109A;diagnosis;Unsp injury of radial artery at forarm lv, unsp arm, init
943737;S2522XA;diagnosis;Major laceration of superior vena cava, initial encounter
902026;S86812D;procedure;Strain of musc/tend at lower leg level, left leg, subs
591741;T17528;diagnosis;Food in bronchus causing other injury
892104;T2027;procedure;Burn of second degree of neck
436144;S50329S;procedure;Blister (nonthermal) of unspecified elbow, sequela
226078;T63451A;procedure;Toxic effect of venom of hornets, accidental, init
132731;S42453D;procedure;Disp fx of lateral condyle of unsp humer, 7thD
414472;S92506A;procedure;Nondisplaced unsp fracture of unsp lesser toe(s), init
364478;S46909S;diagnosis;Unsp inj unsp musc/fasc/tend at shldr/up arm, unsp arm, sqla
606305;Z6720;diagnosis;Type B blood, Rh positive
828154;V4920;diagnosis;Unsp car occupant injured in collision w unsp mv nontraf
817977;S62647D;diagnosis;Nondisp fx of prox phalanx of l lit fngr, 7thD
345208;S34104S;diagnosis;Unsp injury to L4 level of lumbar spinal cord, sequela
375113;H11153;procedure;Pinguecula, bilateral
534468;S63437A;diagnosis;Traum rupt of volar plate of l lit fngr at MCP/IP jt, init
239726;O98712;diagnosis;Human immunodef virus disease comp preg, second trimester
477586;O10313;procedure;Pre-exist hyp heart and chr kidney dis comp preg, third tri
394511;S80249;diagnosis;External constriction, unspecified knee
643521;S82845N;diagnosis;Nondisp bimalleol fx l low leg, 7thN
833285;I01;diagnosis;Rheumatic fever with heart involvement
739893;A89;diagnosis;Unspecified viral infection of central nervous system
557753;S59109D;diagnosis;Unsp physl fx upr end rad, unsp arm, 7thD
295947;Z6371;procedure;Stress on fam d/t return of family member from miltry deploy
768614;O34522;diagnosis;Maternal care for prolapse of gravid uterus, second tri
390621;K660;procedure;Peritoneal adhesions (postprocedural) (postinfection)
206329;Q741;procedure;Congenital malformation of knee
588568;S52232D;diagnosis;Displ oblique fx shaft of l ulna, 7thD
776026;Y37140S;diagnosis;Milt op w dest arcrft d/t acc deton onbrd munit, milt, sqla
945516;S62253D;procedure;Disp fx of nk of 1st MC bone, unsp hand, 7thD
887838;F07;diagnosis;Personality & behavrl disorders due to known physiol cond
498697;T4391;diagnosis;Poisoning by unsp psychotropic drug, accidental
167260;S60379D;procedure;Other superficial bite of unspecified thumb, subs encntr
589656;T85635D;diagnosis;Leakage of other nervous sys device, implant or graft, subs
753474;T8029XD;diagnosis;Infct fol oth infusion, transfuse and theraputc inject, subs
418524;T22359D;diagnosis;Burn of third degree of unspecified shoulder, subs encntr
553929;S42443A;procedure;Disp fx of medial epicondyle of unsp humerus, init
414435;W16311S;diagnosis;Fall into oth water striking surfc causing drown, sequela
947792;S61511;procedure;Laceration without foreign body of right wrist
331246;Y38812;diagnosis;Terrorism involving suicide bomber, civilian injured
840201;V8031XD;diagnosis;Animal-rider injured in collision w 2/3-whl mv, subs
136985;S92919D;procedure;Unsp fracture of unsp toe(s), subs for fx w routn heal
179241;S5689;procedure;Oth injury of musc/fasc/tend at forearm level
382035;Y93C2;procedure;Activity, hand held interactive electronic device
506244;T23531D;diagnosis;Corros first deg mult right fngr (nail), not inc thumb, subs
156600;X998XXS;diagnosis;Assault by other sharp object, sequela
703275;S12531D;procedure;Unsp traum nondisp spondylolysis of sixth cervcal vert, 7thD
440097;S83132D;procedure;Medial subluxation of proximal end of tibia, left knee, subs
149653;S90822D;procedure;Blister (nonthermal), left foot, subsequent encounter
306155;M26619;procedure;Adhesions and ankylosis of TMJ joint, unspecified side
741904;S85991S;diagnosis;Inj unsp blood vessel at lower leg level, right leg, sequela
610825;R772;diagnosis;Abnormality of alphafetoprotein
460574;Q681;diagnosis;Congenital deformity of finger(s) and hand
882617;S95819;diagnosis;Laceration of blood vessels at ank/ft level, unsp leg
342619;S37829;procedure;Unspecified injury of prostate
241633;S83200;procedure;Bucket-hndl tear of unsp meniscus, current injury, r knee
834806;K7460;diagnosis;Unspecified cirrhosis of liver
112932;S4630;procedure;Unspecified injury of muscle, fascia and tendon of triceps
835593;H7392;diagnosis;Unspecified disorder of tympanic membrane, left ear
467365;D310;diagnosis;Benign neoplasm of conjunctiva
777308;M75122;procedure;Complete rotatr-cuff tear/ruptr of left shoulder, not trauma
943959;N949;diagnosis;Unsp cond assoc w female genital organs and menstrual cycle
525789;S72051K;procedure;Unsp fx head of right femur, subs for clos fx w nonunion
928792;S25109A;procedure;Unsp injury of unsp innominate or subclavian artery, init
778617;S72114K;procedure;Nondisp fx of greater trochanter of r femr, 7thK
742063;P0519;procedure;Newborn small for gestational age, other
333962;T494X6D;diagnosis;Underdosing of keratolyt/keratplst/hair trmt drug, subs
370813;S62343A;diagnosis;Nondisp fx of base of third metacarpal bone, left hand, init
976614;M87874;procedure;Other osteonecrosis, right foot
379498;M89561;procedure;Osteolysis, right lower leg
375036;M2762;diagnosis;Post-osseointegration biological failure of dental implant
760540;S62002G;diagnosis;Unsp fx navicular bone of l wrist, subs for fx w delay heal
939356;M9721XD;diagnosis;Periprosth fx around internal prosth r ankle joint, subs
137181;S00271A;diagnosis;Oth superfic bite of right eyelid and periocular area, init
427742;C103;diagnosis;Malignant neoplasm of posterior wall of oropharynx
808317;M08442;diagnosis;Pauciarticular juvenile rheumatoid arthritis, left hand
336901;T503X6A;diagnosis;Underdosing of electrolytic/caloric/wtr-bal agnt, init
713044;V94810A;procedure;Civilian wtrcrft in water trnsp acc w military wtrcrft, init
866385;W091;procedure;Fall from playground swing
783162;T22331D;diagnosis;Burn of third degree of right upper arm, subs encntr
373603;I018;diagnosis;Other acute rheumatic heart disease
153023;T475X2A;procedure;Poisoning by digestants, intentional self-harm, init encntr
616347;M19122;procedure;Post-traumatic osteoarthritis, left elbow
346271;Z637;diagnosis;Other stressful life events affecting family and household
459500;T85692A;procedure;Mech compl of permanent sutures, initial encounter
223969;M868X5;diagnosis;Other osteomyelitis, thigh
831773;I83212;procedure;Varicos vn of r low extrem w ulc of calf and inflammation
526557;S38001;procedure;Crushing injury of unspecified external genital organs, male
352150;T22339D;diagnosis;Burn of third degree of unspecified upper arm, subs encntr
489672;S2529XA;diagnosis;Other specified injury of superior vena cava, init encntr
180830;S2600;procedure;Unspecified injury of heart with hemopericardium
150556;M2465;procedure;Ankylosis, hip
506277;S42476D;diagnosis;Nondisp transcondy fx unsp humerus, subs for fx w routn heal
512013;S00472A;procedure;Other superficial bite of left ear, initial encounter
100738;T8049XD;diagnosis;Oth Rh incompat reaction due to tranfs of bld/bld prod, subs
572786;S52222A;procedure;Displaced transverse fracture of shaft of left ulna, init
319763;S53431S;procedure;Radial collateral ligament sprain of right elbow, sequela
724516;V772;diagnosis;Person outside bus injured in clsn w statnry object nontraf
106137;S92135;procedure;Nondisplaced fracture of posterior process of left talus
893935;H30812;diagnosis;Harada's disease, left eye
107463;M4314;procedure;Spondylolisthesis, thoracic region
632614;D030;procedure;Melanoma in situ of lip
474420;T7800XS;procedure;Anaphylactic reaction due to unspecified food, sequela
794999;V733XXD;procedure;Occup of bus injured pick-up truck, pk-up/van nontraf, subs
969008;W167;diagnosis;Jumping or diving from boat
832367;S43141D;diagnosis;Inferior dislocation of right acromioclavicular joint, subs
584961;L89500;procedure;Pressure ulcer of unspecified ankle, unstageable
283651;M86262;diagnosis;Subacute osteomyelitis, left tibia and fibula
268040;L131;procedure;Subcorneal pustular dermatitis
639300;M1A3311;diagnosis;Chronic gout due to renal impairment, right wrist, w tophus
377922;S82125F;procedure;Nondisp fx of lateral condyle of l tibia, 7thF
454073;O1042;diagnosis;Pre-existing secondary hypertension complicating childbirth
603302;M06841;diagnosis;Other specified rheumatoid arthritis, right hand
810452;W1691XS;procedure;Jumping or diving into unsp water causing drown, sequela
629866;W169;procedure;Jumping or diving into unspecified water
538022;S85;procedure;Injury of blood vessels at lower leg level
515364;S91332S;procedure;Puncture wound without foreign body, left foot, sequela
805881;C341;procedure;Malignant neoplasm of upper lobe, bronchus or lung
287583;S52691M;procedure;Oth fx lower end r ulna, subs for opn fx type I/2 w nonunion
708724;W378XXD;diagnosis;Explosn and rupture of pressurized tire, pipe or hose, subs
404327;D075;diagnosis;Carcinoma in situ of prostate
410236;M87377;diagnosis;Other secondary osteonecrosis, right toe(s)
562146;M4647;procedure;Discitis, unspecified, lumbosacral region
315388;Z861;procedure;Personal history of infectious and parasitic diseases
756647;B96;procedure;Oth bacterial agents as the cause of diseases classd elswhr
923795;H261;procedure;Traumatic cataract
932640;S49011P;diagnosis;Sltr-haris Type I physl fx upr end humer, r arm, 7thP
451870;S82244D;diagnosis;Nondisp spiral fx shaft of r tibia, 7thD
239858;S52266A;procedure;Nondisp segmental fracture of shaft of ulna, unsp arm, init
308383;H1622;diagnosis;Keratoconjunctivitis sicca, not specified as Sjogren's
715711;S066X1A;procedure;Traum subrac hem w LOC of 30 minutes or less, init
157561;V377XXA;diagnosis;Prsn outsd 3-whl mv inj in clsn w statnry obj in traf, init
964154;H279;diagnosis;Unspecified disorder of lens
862097;R440;procedure;Auditory hallucinations
740010;S9304XS;diagnosis;Dislocation of right ankle joint, sequela
577213;T23451S;procedure;Corrosion of unspecified degree of right palm, sequela
226819;S49112G;diagnosis;Sltr-haris Type I physl fx low end humer, l arm, 7thG
225425;S6010XS;diagnosis;Contusion of unspecified finger with damage to nail, sequela
809712;H61111;diagnosis;Acquired deformity of pinna, right ear
641036;S72145M;procedure;Nondisp intertroch fx l femr, 7thM
447947;S60949A;procedure;Unsp superficial injury of unspecified finger, init encntr
686532;S32481A;diagnosis;Displaced dome fracture of right acetabulum, init
463210;S52011D;procedure;Torus fx upper end of right ulna, subs for fx w routn heal
640189;T494X1;procedure;Poisoning by keratolyt/keratplst/hair trmt drug, accidental
675671;W9412;diagnosis;Exposure to other prolonged low air pressure
911495;S42014B;procedure;Post disp fx of sternal end of r clavicle, init for opn fx
521020;M8589;diagnosis;Oth disrd of bone density and structure, multiple sites
838788;S61316S;diagnosis;Lac w/o fb of r little finger w damage to nail, sequela
238418;Y36041D;procedure;War op involving explosion of torpedo, civilian, subs
680374;Y92008;procedure;Oth place in unsp non-institut (private) residence as place
443987;D696;diagnosis;Thrombocytopenia, unspecified
933314;S56502A;diagnosis;Unsp inj extn musc/fasc/tend at forarm lv, left arm, init
757564;T7431XD;procedure;Adult psychological abuse, confirmed, subsequent encounter
550776;S40272A;diagnosis;Other superficial bite of left shoulder, initial encounter
243132;T3881;procedure;Anterior pituitary hormones
100498;T422X5A;diagnosis;Adverse effect of succinimides and oxazolidinediones, init
426088;N899;diagnosis;Noninflammatory disorder of vagina, unspecified
732294;S20159A;procedure;Superficial foreign body of breast, unsp breast, init encntr
498662;S42301B;procedure;Unsp fx shaft of humerus, right arm, init for opn fx
799489;H6011;diagnosis;Cellulitis of right external ear
299222;T22541A;procedure;Corrosion of first degree of right axilla, initial encounter
939584;T467X1;diagnosis;Poisoning by peripheral vasodilators, accidental
328798;N137;procedure;Vesicoureteral-reflux
423654;T741;procedure;Physical abuse, confirmed
283726;S82423F;diagnosis;Displ transverse fx shaft of unsp fibula, 7thF
482942;S81831A;procedure;Puncture wound w/o foreign body, right lower leg, init
304522;S52255C;diagnosis;Nondisp commnt fx shaft of ulna, l arm, 7thC
299128;A4101;diagnosis;Sepsis due to Methicillin susceptible Staphylococcus aureus
518531;S79122G;diagnosis;Sltr-haris Type II physl fx low end l femr, 7thG
374078;H05123;procedure;Orbital myositis, bilateral
296610;B9735;diagnosis;HIV 2 as the cause of diseases classified elsewhere
126660;Y3732;procedure;Military operations involving incendiary bullet
490774;M93269;procedure;Osteochondritis dissecans, unspecified knee
191048;S62344D;diagnosis;Nondisp fx of base of 4th MC bone, r hand, 7thD
655698;S83006S;diagnosis;Unspecified dislocation of unspecified patella, sequela
914623;S5420XD;diagnosis;Injury of radial nerve at forearm level, unsp arm, subs
576714;D839;procedure;Common variable immunodeficiency, unspecified
679033;T22642A;procedure;Corrosion of second degree of left axilla, initial encounter
278408;S65598D;diagnosis;Oth injury of blood vessel of other finger, subs encntr
157740;S8289;procedure;Other fractures of lower leg
372044;S62306S;diagnosis;Unsp fracture of fifth metacarpal bone, right hand, sequela
926249;M65229;procedure;Calcific tendinitis, unspecified upper arm
169821;V9013XS;diagnosis;Drown due to oth powered watercraft sinking, sequela
553054;A08;procedure;Viral and other specified intestinal infections
818685;T655X1A;procedure;Tox eff of nitro and oth nitric acids and esters, acc, init
863757;I69120;procedure;Aphasia following nontraumatic intracerebral hemorrhage
170789;I69864;procedure;Oth parlyt synd fol oth cerebvasc dis aff left nondom side
331730;S06825;diagnosis;Injury of l int carotid, intcr w LOC >24 hr w ret consc lev
310256;C7A021;diagnosis;Malignant carcinoid tumor of the cecum
766377;S76399A;diagnosis;Inj msl/fasc/tnd posterior grp at thi lev, unsp thigh, init
794755;Y07432;diagnosis;Male friend of parent, perpetrator of maltreat and neglect
610305;S52609M;procedure;Unsp fx low end unsp ulna, 7thM
180348;S42201D;diagnosis;Unsp fx upper end of r humerus, subs for fx w routn heal
775484;Z08;diagnosis;Encntr for follow-up exam after trtmt for malignant neoplasm
388153;V673XXS;procedure;Occup of hv veh inj in clsn w statnry object nontraf, sqla
589685;M00171;diagnosis;Pneumococcal arthritis, right ankle and foot
607852;S65092D;diagnosis;Inj ulnar artery at wrist and hand level of left arm, subs
179790;H4421;diagnosis;Degenerative myopia, right eye
831996;S46319A;procedure;Strain of musc/fasc/tend triceps, unsp arm, init
948964;T1810;procedure;Unspecified foreign body in esophagus
461177;S36509;procedure;Unspecified injury of unspecified part of colon
848408;V611;diagnosis;Passenger in hv veh injured in collision w pedl cyc nontraf
171748;T486X5D;procedure;Adverse effect of antiasthmatics, subsequent encounter
572387;S82463B;diagnosis;Displ seg fx shaft of unsp fibula, init for opn fx type I/2
601477;N132;diagnosis;Hydronephrosis with renal and ureteral calculous obstruction
209042;E41;diagnosis;Nutritional marasmus
880043;S42455P;procedure;Nondisp fx of lateral condyle of l humer, 7thP
825825;S52126J;diagnosis;Nondisp fx of head of unsp rad, 7thJ
427853;T2682XS;procedure;Corrosions of oth parts of left eye and adnexa, sequela
621816;E291;diagnosis;Testicular hypofunction
900313;S82423A;procedure;Displaced transverse fracture of shaft of unsp fibula, init
719417;T22552;diagnosis;Corrosion of first degree of left shoulder
433196;S99011D;procedure;Salter-Harris Type I physeal fracture of r calcaneus, 7thD
551782;W16821;diagnosis;Jump/div into oth water striking bottom causing drown
231534;M05579;procedure;Rheumatoid polyneurop w rheumatoid arthritis of unsp ank/ft
959597;O9A53;diagnosis;Psychological abuse complicating the puerperium
968446;S82263E;procedure;Displ seg fx shaft of unsp tibia, 7thE
480302;K7040;diagnosis;Alcoholic hepatic failure without coma
646203;T2259;diagnosis;Corros first deg mult sites of shldr/up lmb, except wrs/hnd
808693;T24331D;procedure;Burn of third degree of right lower leg, subs encntr
971804;S4400XS;diagnosis;Injury of ulnar nerve at upper arm level, unsp arm, sequela
555749;S43004A;procedure;Unspecified dislocation of right shoulder joint, init encntr
902807;M10221;diagnosis;Drug-induced gout, right elbow
779157;E7020;procedure;Disorder of tyrosine metabolism, unspecified
162937;Q053;diagnosis;Sacral spina bifida with hydrocephalus
761936;Z0011;procedure;Newborn health examination
464939;S63245D;procedure;Subluxation of distal interphaln joint of l rng fngr, subs
675771;V77;procedure;Bus occupant injured in collision w statnry object
593235;K5790;procedure;Dvrtclos of intest, part unsp, w/o perf or abscess w/o bleed
839742;I7300;diagnosis;Raynaud's syndrome without gangrene
634602;Z79899;diagnosis;Other long term (current) drug therapy
312936;M4838;diagnosis;Traumatic spondylopathy, sacral and sacrococcygeal region
936697;T8132;procedure;Disruption of internal operation (surgical) wound, NEC
583704;S72066K;procedure;Nondisp artic fx head of unsp femr, 7thK
505156;Y9334;procedure;Activity, bungee jumping
785977;M12862;procedure;Oth specific arthropathies, NEC, left knee
