PropertyID;PhenotypeID;PropValue
261380;28061888;1FaLqENPf96P3J66GrrBb59nqHj4eaerSM
476697;66985423;1HebvD2ohhNpG8gXugDUDAS7J526obAYqq
391015;94213981;1AByWoaefFkg8vfVfMP9Lsp7zGBuU9xGRz
267256;95119431;1KSxVyKVMa7d3LJatDTPuFZ8DF74omg6rb
495759;77587642;13HP4CX5LtTcu4DVQmMjWVewP8m9GFttFE
464924;70662917;14Rp4H3wRYLbbGqJ22XtAMCV16Lbuq2iqT
323052;85595851;1A326T3nKvpFonAnfWP6vRnFVpLBxishEn
659527;83578758;1HVmA3zacvhxPdzPmK3DkVaQeffzzCdGYE
667717;30035248;14jb77xPGeNYrNXQuzkaWJHDGWCLUNJadx
202557;26735723;16T6NKbp9CVjjY3vK7Y8RQ8NYzh5Rfcxom
380461;1575900;1LhxC2uC6FupWg41GkSqxPpygfDLjaYdsr
401597;6050536;17uiXTupLpAw5f6k6dYxztmmJJyxta49Rb
414619;53985558;1LjuXjJ6Pag9ck1xeQVDABL2sgNkm9iJRv
564678;67780129;1JJdEPU6xEekk1gVio88GZ8uVeCZDCAamZ
604690;36012421;148M5on4mrGd9ttcGwZZXE1Cv6pAt6Vv4G
371443;63805984;1dP13LHszkxEiohbgN5hLNTqx4wsj51Es
220534;5591139;1Pyc7Cx4Lf5VcfYKimX9qEmvnRf6hbjyNM
403936;82059726;1HW6Lbt7uXpBQivTHQmXVEMNG4oUXsPavy
668822;91307919;18uPBF86TbRYHmJg2yVhh9M7kzsEiEbyjo
432553;79366594;17wF4R7TniBJpY5Hw3a4gFcyo93fxdhAzD
667717;43355641;13Cs8TbxUwuy1xVUDiJygH1ZgjB6JoigVy
653910;96272970;18MfySU791NTnLAN8vwWwsiUc3hkxJpy8A
545363;69956505;1GJoQ5PFgTbo3QJRNyYFu9E3MqiGYTBTxA
493920;23610582;18LHXQ37KfMQqGnvvhr5jPGvy1mKRMZxwK
572867;21999144;1GHRtycAN1kUWhnw5nNRuPdUcydna1gxd4
303395;94492932;1AS1RyRDuAq4j1ctrbyBKGHBUfLC3fqXWt
283174;6352134;1Hu4BrAfJQse6DeYtCMhR5dnMXUZMVp8JG
538621;55774104;1PHcNfsS4DtfxzSQ3MQpKAHgx9pbTnxCLL
409378;40374503;16Tq65y8Y6ssKF3GZ2pnwtZvwLE8Ex31mb
486912;17304277;15ZrrFE55jvn8W3kkiBBsVyrcfcQJ6Qmen
417353;84700501;19muAf3BAC2qhERxgW4xdrcy683WoC3Vtc
453146;14503243;1EhHEzdK6JW8M2TkLuJhiRBJCKiu9uyNUa
426729;95493169;1JX7dggEwgY7erW3xQjnvL1WCUFJ7mHD8w
457436;64938244;1DEL39ShswJEkffZYwRn1N2VKgLUwFXHaB
275463;87475316;1wUMPULJqUxBb4Zo5CqJzUe9FCy7AwCWo
337699;97646915;1GS8bG4nk7M3QjBxXdi84Rj4m1YQHBz6fo
352803;44637612;1Fj3vefYMi25iS91kyyN3tovFsBuWHwMzp
645724;72580020;16p6iWPNN8VJgdg9tYurV8FudJey1je3Eq
300369;70908870;12KrQEhZKweVKfGPw51nDUK5cTyzFohc5p
547469;57239765;1BE5LXKmjmWh7p2H9aWFTFGKutYnEncioH
482608;89314216;1FcZoQfcVdkrvp5eprCQeSF9ZBXZCmeqFg
349939;68846757;1BUWgGCRaFvjsLVGnMXE6TvCn7wJyTkyXA
564803;32453517;1PhjHRf2cePWtp2gf9oVVBQ4VNYnVSW2MP
462753;42129353;1DmcHM3aqVMAsEsEDUZzP1hUGWNuJGZmGM
275755;95493169;12XuZvh7eRvFoN5VuuZ76zN8C2ouNxVoLE
600163;63805984;1DCXLgdW2XPets6qf5At2sN7x5BUqFr3tY
520019;2311835;1BVkHSv5wSjRxFXf5ioQhTubYeQQDL4tiA
454147;20242244;1FHeTqnNK2AAB7m87fGEDtm8PTbSLtD2JD
431052;30540821;18jj6SBAJqGAroebJ2GzEZtEe8j2ZcFgzM
517223;90110001;1K2mfYctWq4D5F27ugGufFHeFVRtwLUJTu
489345;80760247;1MyPUpjZSkGca5C7qVrEwGtC7m536HgrmJ
342999;93735971;1A9teUXfRLb9ndWdAADa2FG8kK3yNgBaEF
496805;15299111;17AhTbsqUEjf5a9fkZQ7CrF1Vd7hERcnm3
595919;42506697;195b9z6q1Qac5NomDip6kDPESz3MwAT9dy
615301;55421120;1Cs5dZD7cCmguN7id4BM3iUDgwC4tcNGhk
376935;34946578;1N9J9ybScCMT5Kg9XUQX8v8gu1okVDVAnZ
450793;70248928;1FxWpWQqhbVznHnjgzUZrEvxuTtSbjfwKw
256826;77587642;1D2sSpB1LeFeKNQAFywYTbNSkQFJjThCyZ
443884;22866550;1KyUCkJarhD65rngkJyrVNT1t2D7XyRccc
329526;25560936;1TSSG9NMyPnSvRoXemnoryjCjiPAwhvLd
432553;22882080;1CgUKZ1ECdyN9BCkVZaTNaJ4vXQs3tn2xF
358800;46418896;1HPP7Ko6G9wVgkX3C6Ck5YbCAdxsRNS7vY
312969;3211075;16WoWzbe42dEx7EHA1hzuX3ssbng9rVFPS
550110;45659756;1AdygLV3uuh9dFHt3d2JfNvTrK6a8iQKxP
571064;89733381;149zVnhPxiUaV8xKZYWnZow7y2wupsAmwU
323052;69056403;13Zxu1WG1EBkP3m7nmMApYzCUPXhNDwpyZ
230122;3372670;1CR7KGA3ExsNZYy2vv823iXLrKoCQe2o4P
202614;87475316;1NsufzzohjhPaaeJPKateJYMhvSc6977Ec
476697;34321504;16R81YFd7ghWWcYFp5oMU1mhuR1zLBovDH
234779;68846757;1H7H27AvBBL8TkgixHXWn5rdLYaiLQ11KA
699628;8126260;1FdksPDvf8zHutfUJVykHboJHVp5Tiaoc9
212537;79366594;14otiQnobzUgBGz3J1XH2cXnN2i3639H4L
394574;36217745;1NC6MkFmVc2tB1Gi4Ztfu6GRvVMhUACcPN
474309;74217086;1HRUXtPe2a7oR1zi7tHazgDjs4v6PTV9Gf
472066;57642901;1AZZoYFcRw3n9vY81rBKKNjWNdjEtFxz73
535243;57420166;1CTmHpBty8TyatvMzyWhkTUZ99yBQyWuKs
312481;47059375;1LVQYCtUSBz1UzE3nc4QMoJNSqdRFtuNuH
267321;45243218;1BFeqQNrvn7Rq3UQNH54aj1ErMK2bYC2y2
572589;26578778;14LKAoLVQwPgs6uf31m4oQt6J4tsPz1nzf
683422;93883477;1Z4rH2WtBR2KxdERxY1TDvWVUdsG7gZMD
641085;72980286;1B7T8yycRHmB7JLdKCUhT5na28Kwmw1KGQ
369065;71931393;1k7iH92nbJPMoiLY5FMupw5ri49cvyWEP
213633;97603112;19G4upm9wD5dFusjjpKTiL287we1adzVAf
210285;63591222;1Hv6GDv7vZCxq7Est2Mq6ZCbZcsa649NMN
533560;79366594;1Bq9nE5XUhkvUJSy1wVg4Y24HKa6BQ2oUX
641085;69056403;1VahN6VvtQtRJU4RhtwA9k1eKS2u9sJgu
330843;6530193;1BrgTLRw6L9C2KMyG4M9PfJsCX8f6GT9md
227635;72517817;1EBbKnZrSHCyjfrEbcFVCMMHsjFX9xWidB
366102;39429532;1h81C9JLqtDirCAcrYom9bESjZK6Rm1ph
475991;2582184;15jhfpTFbEPfoiwhMXJEHLk5fPUEGduVTm
212537;18926850;157XARVmExtoALuEV3xxXhoSHe6ghf578F
406604;43829472;13A5VHSb7xoRy42LyZbfFUERjaKiGUkMWT
468617;11831887;1Co8Yn4SZeB3icdLtqx84vCwd6qGuyoWcM
515405;20304031;1CnKe78u8XSSXHU1XS9o4MHKS8KSKSmPMf
303750;64185484;1MLuMNCKohPPZvwEUNyJCJXHhVRTiEGA6s
665256;30035248;19RMVqtf8rjte1A7BBLhNF28Ex3tYHCShC
212589;51828952;1Jkq4mUtWrDnguoCxQ6MX5HZFdzNSJJT7x
532959;93787661;1NTs5LTYvRiFDuMgGB8WCaBHxQ9VzivBvd
673331;22080144;1BkXEAB1jHH2pvdG3G8WvMsKK4goQPFNBK
666529;79051833;16ZH1K76Pbe7LkGKJPPKbv9SYzQMKCm1qT
634096;69046666;1EacfchreDp3DjFKPx9BD1CzAtxzYWa66r
533429;3657551;16PAZJKnXa5dQWsae8fGW8DyPKhoPkFpLD
307995;15684483;1NkmwNSD7KCVmNiUdyCTnECV1pSTBR6LYb
685673;27550183;1yGq7kKW96WgbKuH2eivFT9wtrRVzW65k
261380;3372670;1NcUy2owtuCdKct6ji43UFCkDDnogvtF7j
240413;46922324;14SLk4T7Pc7UnXpuYXqorRGT12Wy8tYHw8
637387;15653697;1B2DEyCZPbWCk8D8LktEhnchTY76Rdxppc
649606;9311318;1Ldyyf8w4qamXcezzVAd9QC9vT1dwvirwc
230027;76514897;1DuaAuPVr7MwphvooFRvALVDLZttefZM5
485721;13247746;18JwDdCjCzWHLjDTNhyV4rzPNVcuPu8ch
381225;92228598;1AGjCSG7WyijD11iT74UGACyeizMFVuWZw
565949;28709869;1EGRYmgkjUXDzf77RiuUVGgEnqV4Uu92mf
354856;11094538;15toDKCfg8EXUnfhqwpCPTSNYqbuxhmHpQ
351650;10665011;1ACSZBEYTnb9jG7TCxMWqDDdn6JvmPemrY
250306;76339899;1L5NoBZRM448hQEMNPGN3CiLii2Duau8YF
211829;72517817;1FByqb18X9mnLLPPRPUC9THthjiw3RqBSR
667166;84564444;1NjXdHoYnQcUp9sceMRYfP5paMGBgehAaz
379243;8126260;18BvwJAfidrhVsJNjiKkdcc38FjwUcXGEi
250688;11155524;1BgXW7SFdeeLaa7aopbg5BaS3TtGWKyZ6K
371443;19492765;17MV9gyRjD45uXRg3p6XynpMRqT3HWGw3M
330843;30346518;1HxyH244JetJaK1oLyK9oiNq6gWdzDwUEb
422486;79790052;1Mbc6M2wRaTZFJ1kAVo37L3hMG1HdRdvAW
415391;73191115;16iuiKULaFe5RS8jbZfX6gN5cJhDjmUb3E
510318;51114497;15T2enncJts5PEMfonyhVR9yJdbvnMzbC8
295819;46418896;15PeKxBbwa2W7SHymwDmsYRGrM35CTyLYk
285633;73613006;1KUVSgFV38eiJivcpQWDkWpxRSegPBDAAe
314327;28833851;13rtnSLCTE5SyK5oYAG1aYX6imz5DPcig3
255043;86662580;18884KgwhMJ1nzCKLEiTmWrcm8ZNnnfazv
614144;89544637;1JuTnPyHqV4w7Bsgy9TvnRt67Sk1iATVvv
539083;73777075;1Gyxphvz5TWHZM23x5j29HnEpZtCwE5PJV
237505;74217086;1PQM5ofSagrcQpfd3B36ABuKVYAnMEbvpe
262768;69956505;1HMfe8BiJNQximSMRqYteMdVJRt84zxAUD
628204;38203442;1KodXmdSBPYiUf19pF7nG3qty8tmzw2MR1
262039;43927325;1Ph6GwU7mZa2Rq9ccRpC1tFPqeFZbjEFWn
437970;41839121;1NMtT7QzjHqa9wg91yQGuF87Erq9GhYkpU
568253;7122716;1Q2jZaa881WKW8Gae3RSxCuNtNYFywuokL
523190;91205510;1Be3FqF989EdYYX4ZyX8Fm3XorU7hk2Fai
405389;35205079;14yWTyT9SkGabMhHJpwFja3ipsWkueu5nK
292773;12266609;16csbqrSE9fCtUA3GhzvJFnpwq5wmqb4qP
381799;75321301;1Mt6Ht1x7KHcVTVx4DW3ShNYLFkb93To37
246417;50404821;1JmtLdxXL1LYmWDaeiQd8pLrPfYqk7NAfg
647304;99370248;1BkMyf2PybXfp3x7qudmvPCTpfkGhmJ73N
611728;90323651;16DXJQGDE975nv7Qsq43BoUz4XCJdFpYj2
451021;76516483;1QDjKfrAsYnSvDcYjZPFDaQmBvvSDhrfxu
520019;86268559;16MH35N9kDZ25A1ArqW4LY1Qm5MsZnX26X
624033;99766167;18aWpmmVmv3XYoenLvZBYuX1125w9GUcdV
699526;44518399;1BXurP88MtRCMwuouhxd4xyp2ayGgbhNob
572980;84271689;1A4yFA2avn6LjTqfB7CgsZxsT8YEwakYjx
594366;82479405;1KoAX2WF2n2cx1MDK9UAyFH26K5rnJiGP2
509384;75682489;1Evhem4tAhxvWNBZVLth1o2qxxSSu4bTJ1
460419;63025093;1CqRaTaFsD9tZBCnhvQ357FMF93PiCjs27
385968;20503400;1fCN9BYH7bx84LUNoQExZ5yZjZqQpUHUj
678249;10206726;1LMBhGMURDzKdNrzAJVxRcmwXQ8wxbKge8
551803;38237426;1Ftb3q2KW47zbCvgafzbkwysHA8nK6Bsis
631443;81272952;1LW8p5f6F8y21cyR1T5ALtXZWULUvHYS7v
274018;78168271;1JHP9gbP9EkYPfjznvJEQfHj52e13Z991p
504501;6759504;13c5EwcNPANEjD7pKesZSDNxfmYZbMHjmq
301370;80627300;1B9wheJ3wXGJQ66jnJnAkBG4YeHJhbKqv3
603990;92316341;1HQdVfYmmYwidxCttD6q2YE5GP8rNoNycM
388956;51618793;1HqGUDsaNcWttuBPY8355ao128ZqkQFnmj
272857;22823140;14KPAQnEhMxqxcV4g9YzQ7P4cthuwb83fM
304035;33401065;1ETNoKndDVdSUBKHc634VFgCHu6xRxpAcp
253431;43981627;18G3GyCDQ9gjP2dJzjzSMA6qEwyuFLHsZn
217182;64251929;15uchzBScHhzcTC6qj3KX4fBimE4jhwDkV
695655;45563770;1NbJNdwvL8AnPm5WPPRd31VZv5BxkZnoX2
504501;16867760;18K9B8kQUqRg1qrpFoq5WfHj6S9AaBX2b4
585832;7209116;18fVDxB2Le51z2jkYmwvkTfntkjAnfz2ZY
694553;37877141;13GY2fzxyVTYs1e4AfLuqXpUTAupbFb1VH
523190;78166096;19eHfSbp7T2iYsVVCn5MdbJameM4U8hM8y
579848;40783664;1CdeuQ2CWH23J1tg1doGw3sJf1tznp8Ees
553567;6985433;14ZFPJR4br6A7jmvvyEfnWoSpCj38qmJu3
431769;81993744;182KwM6AtvwnUDKXy5JTLuhj42RiZWMXEd
497134;34215455;1CfQ99hRFKf7yH8h5SiJXP2SyHh4cKBWYS
296201;26328519;19tJgU7HFapc25Yvj2T4UPXZFkY2kwNpHi
391015;84059324;1FiJCqprtBHcDDGswMmvYTvsZhtdqeqviz
390162;74914257;1FSmgHLyudHxPxU9LQRHQuMPkZEK2M52dT
231483;49932615;13PJ1u7DZ42vy4w12StBTPDSmycQw9HkcN
321819;63464032;1C5yxFbBCPC5QxJLTJwSR3NekgEJrxnfVE
474984;73897265;1HSLveSFC7bH3RZVAkm1fH3cCBfCVAVwek
443872;6907359;1J1KmbtE4yYeTdbdH4MWEt8RbGwnu5FwvJ
585832;57410970;1iS376dWrNyw2eCTQ4NdeuZ8wvyTCHV6i
591650;51893856;16N5BUqSQCjwm2GGxfq23pn2d6GszwQP7b
367240;49434587;1EQRBLZsj5sqS5MUzbXhVndsMVwrGWUgFL
384398;64806735;1Aw5tuQ9qEeehUapVPPPWUYhAQW4eb8fxm
694174;97567575;16Bb6nuuTumGFj95Uvah6gGqk3rJyGmcMf
351696;30837877;1JdxdktaoyWAEsBQ4eEjqqiTvM4cCFvcrQ
348342;50112329;1F3FyTPiRA2gK5kMcvG67efZqmMxNrbe3x
386210;26850957;1FZTQcS1RsojrEYWVzBzSTuvUGYXp7Mtmg
228148;33974145;1CvHaxCuVRx1hSZyUQmudDmFbno2e7Xdwv
351696;85595851;1N5YNTZfnBCw4YokofracPLFtpE8k8oxNW
374220;6985433;19QyoBB8JPC5jW9twxAYEZgRhBNPfwzSVo
211487;30311492;1DjfMo45i69ax4VSt3RkshrRZyWUvdSjvV
600163;9996274;1HMp3JqkkHZBmZ152FizN1wdQob7R8EZUD
450220;6688744;13aTfmmgngvJBmxt2GmCxpaHuRqHNJnvF4
603580;68577743;1EPdsXHKz3Qv5p9ohgvJXBPNexwzrKfZap
342043;7209116;1DwrAzuJdUsZdwGWBpjSnog7QibteBAxPH
369065;4998708;1KoErrmK6vHSY1K9s96yetHJLdbgxYgkJc
662533;66985423;12cyUFbce4NzeoMzkweDaYoXhjy3zvq8Ee
258947;19482367;16ZaBXnRTLhMSfiQaw11JBb6Qgp4BhtnkZ
250561;68761604;1Dk6jwPrfu43tANtc8oNnG2T9bRmCdUifo
357392;9996274;1EBAvPD61DjxfTdPpehsKc58c7z2JUsqGP
640178;66277187;1EdHRz8tbdmht4tMef9oqv2EQ492oXKqns
567395;42041824;1CNyY1jrdYE4W6BjjSVUumBnmELXxiFjYZ
241017;38747023;13Nw1icSNqdB8vQu5VnsT6AcpGzFM7Ufur
284139;34115401;1HwEBtizZPVcokWtcCTbqzLsoUTShHnTED
549441;52875660;1AaCzr77aZbTV8ickFGu6GNadCA1GusAR6
301370;55578308;1DUwjeVbEZn3zw2HpJkyTEEJEoGCZnQoxg
412546;90189480;12tKJsYJVrkRd3Gf6emQWVDcvvizpu1uyM
437970;63801682;13NAx7JrSYfEaLvAD2hojm9cvbfgFj2F2q
238820;7122716;1EuURyCMXqKi1HXRNr3Le3wp2GWo2jDJMb
539420;15540134;12H82E6AHJcNowMdKTtmJser7NUN8VNQZ2
279526;4932504;19dyTiUwrCSpz5kWKWRePei7E1XAJP15Yq
233791;47156013;1KPszoEV15USM5aM5fa7CLKLpeLM4UBGo
343665;30694061;1KGY8R4Yb8iaWhbJze5KE3rqygjmbyEPMM
418277;15390025;1NFwRxKKXGbiEZb3wWyvUQuf7pJFXZpFZH
320476;29268609;1MmQwTWtXdUdADUK6RHFUqAfjT7XBJkwpV
354497;69279476;19iWu4Q9qsAg5MTL44GYf8jDLZFLPMEnkc
237579;67007821;1PUSUqog7ieK7A2mZPpZPEp2BzpSvf4Hbc
444623;33617192;1PrmdCwhdqSCqkhubKdy9TwyzDZ9tgNLRj
607780;63944894;1DUNKPvss9DjTakvNrgNx924NhFdg5EwFz
486912;9484880;1LeTsmB53yHQTN3NGSdRaGCwSp2vYypwTB
422486;60952318;12qChU3JX34B7LFyd11VgFtENUU6vu4ecw
504501;1525338;1GrUEANreq1qeCw9UciAtZSnia1XZcsmoC
528568;43829472;13oUBVZ9LSqAjNScW2Jft5Xj6KNUVxtPfW
536241;7749556;1F9dETUgDa7mQpLH5N7UvC7cpYFtAqTrfU
547696;57410970;1QGPoaFxXT61JoYqviTfMLo3cWUxZA5tqz
481019;45659756;17WFu5ZC1wsVvvSoEDVpiiGFTzohKSbUMH
572951;53985558;1P4xqH7xiGZJnnLpSNsXjYjRjnNVsGY6iN
666529;13364367;13hTJYCKKWGeBGBgsMhK9t56x8MFpzgL3m
425574;6638629;1Kw4nNTvbpUTZkBt4Bh3k6nHj2qg3FHm4i
387237;47404878;1NTTLvvcsfXd3pvtw6sPTXH9cnYfie131b
614229;71672170;18PUsyMUNajJohMweKMRJVcm4p7Y9rtST2
662533;70917864;1TNWuRz4GrBzDnwPwFNFtgzYwznSoz862
588142;88461606;12NM7T45LWZD6fNMicMpn7HqJJy2FyfbuH
485068;56682334;1Mr1JFERg9fwFsrpgDhKHLKMK9GowSN8nr
672303;17795807;15J1V9vCNWqQPBGpS5AXj7ppN4CdFR9wwb
231726;7764181;1CrWXAgAuNh6vPBMkfFdBuNi51EyB3ztdh
363534;1525338;1BNwqkvDWqYgDRTjwCHXot5G6aB5FPoScP
399234;19087997;1FKLUKMewnrAiq1x79HF7zR5UGDovVU4Az
545363;10883487;1CKJfYMwtAb5BLyZ21tw6fDzjAfwfq7ruG
515405;37138825;1FwpBZ27sjrpWnyqXpGQAjqJdthbsZ4Fcx
608980;60788709;17xiqQRciAaTPCMwVVy9gXACEiDjPjDUqg
308363;34324742;1N9VaFpH8JtGj3XVYs8UfqKMDMQ3R9LPNa
356854;1513366;1AJ7aacUQ7SjPNDXaa1C1LVz3Q9HqtzT9X
640178;45750508;1qrDRGevUJ3LXZPeQveUeEysHtwYkpzXW
485721;34778941;1N3aEA3HE5kDHu1vvhVvPRTqoVU5kUrrMd
535243;99876461;17Vcixzj7Zv679AEkZq23t7XS8PQyDxPt1
412546;71931393;1Ltq3wBwFR7tcBTCX9pdsv67DgT2zr5yA5
694836;42578714;1JUMdYFN1wkKRbk1UXajmjjqWME7S365xp
575657;15210154;1HNsa4w9SRufvmabxQsobKgz5XsuVSiXH2
383261;84271689;15FYgq7uPeVJGMidvWDbmqGdyW4797qTXW
326884;6688744;1MUYKeAdzXUhdARUJkJnrho6QP1vHtpaqW
548203;11553763;1HMDmDSC1zyoRKUxkPVmx52ynQE5dHx96s
290702;43804805;166EVBETUv69bDWNzeoLNEGaKorpPNvXFs
646359;26328519;1L6xVytYS142EVVoB8f4c6NnSLFtXLvrMM
694174;86210422;1G12KEghcmiZCGJZQMCXShBA7cdpb6nh8m
481004;97232420;1MG6qvHG79QvRAA1ReDtsopJ81ZqkXhKBr
697585;89377548;1ZtaQFCSU7nXHzJ6kawrqPxXbpiZwtSKN
348342;71300261;1NpUkWXfYMY1DNyjPSzi1HbbQYADo7JZrF
431767;66324097;1NJDZL2p8DU8SmQp81ZQkczzZjSZWADcm4
235794;13312260;1982xBp4H1RxYqDX3E4izpFYUETV7ScF8K
630669;42041824;1Cg5YSvLD4UxSfeqrABPi4gkL7KjAmMG8a
350477;44357451;1KPVNRo8etFXvzWaxgNViME6EEqWxZ6KUa
699628;80464791;167E2Um8uVutyBUu9ukiUK57ktwLW6jPeF
378513;64442326;1PJTf4j9FzvHwC2EuRtQPxiD6C3uQy3SnS
574704;57151335;1F8pSY258VwrVGdCzhgfVitJRiZ4f4Jix1
243654;5013545;1DcGGRWtybpP8iQkSy4xr1tAcS9mTWidir
335772;44518399;1C7etdms8Ue7vYrTKvrDzDHnBrUEdXzhmC
667011;40519932;16Jfb1UxkZyVdfeeVHzSA5eyAaQoE3S3SQ
391741;54192036;15ZmLQkzWwjDYQ3LEAXGVFux2bwEkLkJVJ
201123;96082838;1Bk8JyHX4tNZHx7hQTVh3guiwKAwpThBvm
202614;11637266;1JgR9h93AiGj17fonDhRQ2zEzrr6xVop4t
635212;99876461;1Ph8W8euC77Uxp4TVxb8KSMzgV9hZ3QobD
538621;90006035;12oqZjRSBptvdvF9uAH5k7adXqYxQwECfG
345646;75321301;1CwVgzp9qeBdypgSEcMFJbvPMXTkDr2gPt
673814;28673223;16yqBC9VFWjPaWTiwJ9gU1vRjuAdeirWeK
670809;45659756;14BwoTckTyU8b31P4bvYRC9UmddsxA8PyP
411767;82312347;1Fu3FukhjdqawYgHqBQh4VizC82EmePtWz
649606;30226143;16JzUtKQW7f5fZXTVAMntHkcwtSo8WicH5
646363;55578308;1K2dR9vm6KWuZsZWwqEJEJ6TH8CnBPuTJk
315995;45324089;15vW5uW1zKGWxr83tA6N1q4ZUbsDgdUcRZ
431767;54605052;1Lykt7zHDQFYA1KvydQmXYGaoXy1Yimkof
233791;59000024;14hx6XDge4uNoZXcBtR9V1bz793XaMgJg4
314552;48520821;1BYTJZiHABMDg1eK9V9mWKpprpSe5vSZB5
222952;93883477;1LxAt6RrRuZqqjvNxeK5ThraAAaac8ECho
541879;6352134;1GnoY3sCfbKv2yZfGWXDrDjDAeFVJ4yRM6
535400;28709869;1FgC42dR5cpsGWsoKJqpCwvW8i6LY861aV
663969;32099150;1CnKprCzzPqJwDxMw82hoNhyDRBRpHmAg6
376935;97747401;19L4LaACKVKezPY9X7S1JrsQNt1y64abjg
469191;93237854;1NYNegXXN6AYwRhYZcUUE2NCt2jQGLk1rb
572980;45777016;19Ejh6twWPAGFY136UpUBsGwwJEFiDqW8S
292628;97567575;13zQpupQet1p3NNPEfBjjv6rt9heJAaubx
574704;75074833;1NFpaoKFFHZNevs44AmMea9xXANK9xyHcx
296360;91803991;1G8KhYR7GZHEPwmD1Zd5sVisuFyPXQggPQ
334070;16867760;1DPpqB8auDbdrxK3pUZ7Jw78cihtmi625m
671067;49799297;16f6ursnE7uAjEvso3P1Pquifkz2NuB6U8
496805;23610582;19ancvZfHx8NqHstuZQ6JVMRqDPyf8i1KA
436318;71138349;1HM8UTyUQ6q6Q89D5YDGoYHjZX6qP5cD9a
201528;4986366;17Dr2MHPCfLiNuemWx8vnRGEEJd7fFLKZK
541594;47745584;1HJneGDDeF6HeLNT6Esr6x3YK6UzM34LS9
643247;45324089;1M8fMjJkfAf63XUGRy5wVwAJ96XUawvG9t
262685;46437382;181Ax2cwo7WrYw71WG36vfNAE8zPNbdQLK
455791;13738081;1NjyAdGq2orEyW1JMaZHM8zTspxkcvV2hm
481279;22307816;1UnzPD2iWhgUKeZwz2HAQqVY9kmj5uhD4
455242;84231762;15dha2HkCwjXQXhpwCLeJxbenkaL3MC3pq
688968;94358019;1GePjD2vC2DkUB9qPkh29to5oE6WsNgdoP
394431;57798384;165HKHTzJ5AZE1xY6H2jJ7FhVQ6FrDPzeU
277450;93061961;1Fj56N5Ktf4w7tTjQRhASU5eEDBtNmsbhj
469191;83795173;1CUqn9MnTBZkptTjCmqXwqbspChM4R8Fgm
454577;16867760;17tpp4wCcxQf3JSVNX8EesHx3w7fZdeibw
394574;93129214;12gzfVShFhiYnh9qYdWd2Xa5aRUkMZA7i8
437970;14826949;1HgVQ4Fs3FfhdK6AEU5ggKz1VoHYXZjJYo
510809;52191327;1AZtenfwQCJxoRwqRvjLqhBn5Bb6q5Buoj
258450;47958845;1M7aQPLBNkEEGHpPhiv3hqg7wvbEnCmpTp
444828;93787661;1FzcwJmpURSWvQbsPai1oKzGUW6d2bJpqA
680839;57335107;1EdSytyf5ATBY5xj87MK9N9ApWhux2oYau
262039;67172629;1HdwQnX6sPZ7kDPCYxnEPenY1APcQmr91Z
262685;76934755;1PjBBEE2YwmDH5oNs5AQBbUqYFTS2V6gHQ
264821;40158626;1FFp2ymHLYxR5hUd9EAChe84cxnV2hUSFy
647663;80760247;1GUrFGSpL1CNmexCxDbzYmAVRAUZGBSuFY
533560;94834245;1QDNE5avTa1LWFq5CeAsqWGfhw2EapzpaK
393034;71372622;1F4Rj3JFXkfmjRCqDsj7fYat2vJUjuHNp8
258947;87475316;1LctoQB57FAH3ZW26CY4zMoWhMZJFuTjvN
566794;99169723;1BZQQKAM4kj5uFXr8wUA1vBzAYPqo1rbZG
267407;76123278;1HA9FSYwe6V33ZTxtJh9joVdi8QVeEqVyD
222595;75113101;184fRrJq319V9qK6kaCkeehc4q6qSHvQbM
647510;28230804;1cMmtcWwdBfVVHYZ5Zs8Uk4pKrzRfhAgu
409119;33776684;1GedXKdqhAhq6hi414chzJKQyDhtRMBioS
573033;63801682;1A6wzvgEpGHdN33LQAuXKVjWi9UNVt9vZX
283917;17684621;1KSTDTydTurkPbPcY5UE5RNdL6i5GDXShe
353647;34324742;17MCW4z7F5A8huok4GK47G6Wn5Ldibs3V8
333504;30311492;18ys1z4vWVwKetNFHPodhkdYKFSFr57xPC
485721;86540275;13phyWhjgoCT5BSram4dTVS77SavpzoEJ5
673331;6759504;1CBpXk28WymMh7RfPVFUznsNY9nkYkTUUY
643628;97232420;19PyfUenbyyeVKSt6dwKK1q3rC59ZZe6Fv
657961;40374503;1JzyTByFzeSPsouJdar2JKD4LfQvRBXf1v
331808;30501645;12A1pYpPqEFbhDuJdVux36PV6pVzmgXHJY
451021;78138777;189NRki5jLcBgZUSWLMDUApFmHhcqUHxmd
336585;74812244;17DgchUfH1frgsPRLq4FwWrzSJ3GgiozEJ
509193;90096693;1PKwrdRnZgs6oPe5YfZQmvz9ba3UneUQGt
572842;93011151;153iu8vzHHGFeujtJc8gvFvmj3nmBESGHB
212537;91205510;1AAmmdVcTVAsv8iXEbVUHpeLEdVUxix8G2
539083;55366895;1DCwmCKWfEDQjNNkDYhc5DN8tTUJP168Sk
393034;54399214;1v5YXM3U5ApkYcavvu32SZ3DNz9XaJ2t6
609178;49932615;1ESKEBzyxrZZ3eSDWCX4ZtsaB48Kra4J2W
484147;44866787;1HwSJyakT1bK5ToFayo84yfYaVkixWuK8P
333504;89826279;1JDUWteE31q3vy1Gpz2XTNeRpQt48JXPZA
649147;72640118;18KMsSCzovXcJx9wcMKnYsZL3aznJC89XJ
