PropertyID;PropertyName;PropertyType
318059;Macatawa Bank Corporation;HN
447473;KKR & Co. L.P.;JP
532149;Solaris Oilfield Infrastructure, Inc.;CR
606123;ABB Ltd;CN
346390;Avid Technology, Inc.;PE
202614;TD Ameritrade Holding Corporation;JP
531572;Sapiens International Corporation N.V.;CN
453904;Barings Participation Investors;BY
353647;PulteGroup, Inc.;CN
262768;Compugen Ltd.;PT
427317;Westmoreland Coal Company;MX
559670;Blackrock Global;NG
250561;Stage Stores, Inc.;SD
650268;FlexShopper, Inc.;PL
618652;NXT-ID Inc.;PT
517552;Landmark Infrastructure Partners LP;MY
428532;Grifols, S.A.;PY
231726;Rayonier Advanced Materials Inc.;BY
487887;Cohen & Steers Reit and Preferred Income Fund Inc;FR
392475;Alexander & Baldwin Holdings, Inc.;CN
219849;Cerner Corporation;CN
647663;First Defiance Financial Corp.;PL
350910;Schnitzer Steel Industries, Inc.;UG
314059;Audentes Therapeutics, Inc.;DE
437657;Hortonworks, Inc.;AZ
412546;Aviat Networks, Inc.;LT
495617;Southern Company (The);TJ
249347;Bank Of Montreal;PE
236573;Flex Pharma, Inc.;SI
414761;Haverty Furniture Companies, Inc.;PL
649203;Analog Devices, Inc.;CN
649989;Pilgrim's Pride Corporation;PT
513959;Morgan Stanley;ES
329384;BlackRock Investment Quality Municipal Trust Inc. (The);ES
602068;AutoZone, Inc.;CN
557526;Lindblad Expeditions Holdings Inc. ;PE
566794;Cummins Inc.;CN
331808;Hostess Brands, Inc.;PL
270964;Legg Mason Developed EX-US Diversified Core ETF;CN
300741;Camping World Holdings, Inc.;ZA
641139;NetSol Technologies Inc.;ID
616518;Toro Company (The);PH
228148;OMNOVA Solutions Inc.;AR
665678;Orange;FR
362149;Innophos Holdings, Inc.;VE
383261;China Eastern Airlines Corporation Ltd.;BR
499836;UMH Properties, Inc.;CN
220119;Data I/O Corporation;FR
613859;B. Riley Financial, Inc.;ID
585651;BioMarin Pharmaceutical Inc.;AL
502728;Westpac Banking Corporation;ID
375867;ContraVir Pharmaceuticals Inc;VN
200094;iShares MSCI EAFE ESG Optimized ETF;VN
307677;Southern National Bancorp of Virginia, Inc.;RU
573420;Grana y Montero S.A.A.;IE
244936;Medallion Financial Corp.;PT
378740;Aduro Biotech, Inc.;PH
572719;TapImmune Inc.;CL
567395;Synopsys, Inc.;ID
401937;CBS Corporation;FR
608963;Goldman Sachs Group, Inc. (The);CN
657961;Continental Building Products, Inc.;PL
267124;Power Integrations, Inc.;XK
314983;Amplify Snack Brands, inc.;RU
434886;Allscripts Healthcare Solutions, Inc.;FR
330012;The Gabelli Healthcare & Wellness Trust;BR
518457;VOXX International Corporation;SE
341601;Sequans Communications S.A.;PE
634938;Amec Plc Ord;MY
669682;AnaptysBio, Inc.;RU
335772;Extreme Networks, Inc.;CN
250844;PIMCO Dynamic Credit and Mortgage Income Fund;SE
582339;Delta Technology Holdings Limited;BD
625030;Zumiez Inc.;JP
489602;Kemper Corporation;ES
570752;M I Acquisitions, Inc.;PT
541715;Monogram Residential Trust, Inc.;US
240204;American Homes 4 Rent;PT
457750;Sharps Compliance Corp;HN
211829;Forward Air Corporation;JO
500224;Cousins Properties Incorporated;FR
683833;Weibo Corporation;UA
349598;Star Bulk Carriers Corp.;NG
688968;Verifone Systems, Inc.;KR
349176;Digital Realty Trust, Inc.;UA
624033;Liberty Global plc;PE
474984;Hostess Brands, Inc.;US
549441;Plains All American Pipeline, L.P.;IT
603580;Main Street Capital Corporation;CN
244248;Teladoc, Inc.;ID
551060;ING Group, N.V.;SL
434662;Yandex N.V.;FI
451988;NTT DOCOMO, Inc;CN
442833;Stepan Company;PS
525804;Micronet Enertec Technologies, Inc.;HN
450793;Smith Micro Software, Inc.;CN
699628;Lakeland Bancorp, Inc.;LU
535243;United Technologies Corporation;CO
455242;Intevac, Inc.;CN
644701;Asta Funding, Inc.;IR
303865;Estee Lauder Companies, Inc. (The);CN
464608;NeuroMetrix, Inc.;AO
493920;Boulevard Acquisition Corp. II;CN
671067;CSI Compressco LP;CN
468617;Diana Shipping inc.;CN
541594;KAR Auction Services, Inc;BR
635194;Financial Institutions, Inc.;BR
421059;Cubic Corporation;CZ
250234;TCW Strategic Income Fund, Inc.;ID
299866;Asia Tigers Fund, Inc. (The);HN
587581;Valley National Bancorp;CA
273696;Denbury Resources Inc.;ID
616294;Legg Mason BW Global Income Opportunities Fund Inc.;CN
667011;F.N.B. Corporation;SE
222952;JinkoSolar Holding Company Limited;ID
246417;Select Income REIT;TH
238561;Putnam High Income Bond Fund;FR
545115;California Water  Service Group Holding;CU
275755;Vantage Energy Acquisition Corp.;LT
280694;Apollo Investment Corporation;SL
442158;Penn Virginia Corporation;ID
245583;Universal Technical Institute Inc;SX
428041;Harmony Merger Corp.;SE
296201;IAC/InterActiveCorp;RU
645936;Newtek Business Services Corp.;MX
519298;AGNC Investment Corp.;KM
511762;Extended Stay America, Inc.;CN
638579;First Trust Mid Cap Core AlphaDEX Fund;TH
343847;Reinsurance Group of America, Incorporated;AL
538621;MetLife, Inc.;US
541408;U.S. Global Investors, Inc.;TH
288589;Riverview Bancorp Inc;PH
579666;Unum Group;GR
576823;Blackrock MuniHoldings Fund II, Inc.;US
350477;Ship Finance International Limited;PE
240413;CVB Financial Corporation;CN
285448;IDEXX Laboratories, Inc.;CN
407210;First Trust TCW Opportunistic Fixed Income ETF;NG
662533;Bottomline Technologies, Inc.;FR
525503;Meredith Corporation;CN
358048;Chegg, Inc.;ID
614144;PowerShares Dividend Achievers Portfolio;CL
249155;LCI Industries ;GR
554783;Cesca Therapeutics Inc.;PH
591448;Crawford & Company;LT
450220;Taubman Centers, Inc.;ID
645724;Five Prime Therapeutics, Inc.;CN
267321;Mid-America Apartment Communities, Inc.;NP
201528;Vornado Realty Trust;CN
388387;Brookfield Asset Management Inc;ID
674704;Brookfield Real Assets Income Fund Inc.;AF
283917;Sykes Enterprises, Incorporated;NO
437269;Abraxas Petroleum Corporation;BR
612077;CBL & Associates Properties, Inc.;PL
240788;CUI Global, Inc.;NI
477185;Luminex Corporation;IE
663293;GTx, Inc.;UA
272410;Eiger BioPharmaceuticals, Inc.;CN
299186;Elmira Savings Bank NY (The);RU
671497;Vornado Realty Trust;ID
233791;MagneGas Corporation;UA
475991;E.W. Scripps Company (The);ID
403936;Bojangles', Inc.;PE
283011;Peabody Energy Corporation;AR
272857;1st Source Corporation;BG
695655;CF Corporation;BR
300547;Oxford Lane Capital Corp.;BG
481019;LivaNova PLC;ID
643556;Delek US Holdings, Inc.;GT
264773;Delaware Investments Dividend & Income Fund, Inc.;CN
535400;Tennant Company;CN
661149;New York Times Company (The);NI
490820;Dominion Diamond Corporation;CN
222011;Pioneer Municipal High Income Advantage Trust;ID
622070;Illinois Tool Works Inc.;RU
678249;Zillow Group, Inc.;NG
378919;Barclays PLC;FR
337916;J. W. Mays, Inc.;MK
250688;Agree Realty Corporation;PT
323124;Triton International Limited;YE
301286;Perry Ellis International Inc.;PH
300603;MIDSTATES PETROLEUM COMPANY, INC.;PT
201123;Ulta Beauty, Inc.;CZ
481013;Agree Realty Corporation;US
617679;The Charles Schwab Corporation;FR
554132;Installed Building Products, Inc.;PH
347189;Silicon Laboratories, Inc.;CN
336779;National Instruments Corporation;GR
563832;Select Income REIT;SE
243654;Costamare Inc.;UA
565949;E.I. du Pont de Nemours and Company;FR
372791;Immuron Limited;CO
478795;Iridium Communications Inc;SY
397350;Origo Acquisition Corporation;PH
670170;iSectors Post-MPT Growth ETF;TH
327451;Sun Communities, Inc.;RU
616251;Loral Space and Communications, Inc.;CA
506649;WPX Energy, Inc.;PL
438438;Arrow Electronics, Inc.;UA
656641;Check-Cap Ltd.;TH
496321;EPR Properties;ID
260672;First Cash, Inc.;CN
641345;Urban One, Inc. ;PH
566475;Tejon Ranch Co;RU
406294;Interstate Power and Light Company;ME
556243;Teekay LNG Partners L.P.;RU
366102;Solar Capital Ltd.;CN
221987;KBR, Inc.;SZ
650005;X-Links Silver Shares Covered Call ETN;CA
624272;Blackrock Core Bond Trust;RU
285633;Senior Housing Properties Trust;PT
464411;D/B/A Chubb Limited New;AF
380806;Jack Henry & Associates, Inc.;RU
425040;Gabelli Global Small and Mid Cap Value Trust (The);US
393164;Community Bankers Trust Corporation.;BG
604113;iShares 20+ Year Treasury Bond ETF;CN
269465;Hawkins, Inc.;LU
593975;Schmitt Industries, Inc.;CN
595919;CVB Financial Corporation;RU
637387;Protective Life Corporation;GR
609061;Carter's, Inc.;SE
278662;National Western Life Group, Inc.;BR
551803;Gladstone Investment Corporation;BA
475505;Stellar Acquisition III Inc.;RU
665194;Geospace Technologies Corporation;CN
475313;Steelcase Inc.;FI
337699;Balchem Corporation;ID
289123;iShares S&P Global Clean Energy Index Fund;SE
269390;America First Multifamily Investors, L.P.;ID
667166;FleetCor Technologies, Inc.;PE
235794;eHi Car Services Limited;CN
497598;TripAdvisor, Inc.;HN
501813;Ironwood Pharmaceuticals, Inc.;ID
625763;Genomic Health, Inc.;ID
454577;Federated National Holding Company;RU
393591;BlackRock Multi-Sector Income Trust;ID
418277;Credicorp Ltd.;FR
460611;Douglas Emmett, Inc.;PT
354856;Archrock, Inc.;CN
240777;Norwood Financial Corp.;FR
359110;Manhattan Associates, Inc.;ID
217882;Hostess Brands, Inc.;AF
647790;Nuveen High Income December 2019 Target Term Fund;CN
349939;Heat Biologics, Inc.;MM
267639;Associated Banc-Corp;CN
600163;Security National Financial Corporation;PA
274384;Cutera, Inc.;UA
646817;Masonite International Corporation;ID
352803;Sina Corporation;NO
514120;General Electric Capital Corporation;MX
684305;Amira Nature Foods Ltd;CN
495759;Terreno Realty Corporation;TH
331966;Hawaiian Electric Industries, Inc.;AR
424693;Sunesis Pharmaceuticals, Inc.;ID
247417;Dynegy Inc.;FR
355433;Payment Data Systems, Inc.;UA
200757;Altria Group;ID
419667;Ladder Capital Corp;RU
329526;D/B/A Chubb Limited New;ID
643247;Primero Mining Corp;PL
472594;SK Telecom Co., Ltd.;ID
253431;Summit Materials, Inc.;RU
457436;XG Technology, Inc;PL
339847;VictoryShares US Large Cap High Div Volatility Wtd ETF;CN
554825;Guggenheim Credit Allocation Fund;SE
269985;Park Hotels & Resorts Inc.;RU
638495;Silgan Holdings Inc.;VE
369165;Internet Gold Golden Lines Ltd.;PL
552979;Old Line Bancshares, Inc.;CN
375489;MFC Bancorp Ltd.;CN
656653;Legacy Reserves LP;FR
417353;tronc, Inc.;RS
453737;Progress Software Corporation;BR
426729;NovoCure Limited;PH
431052;VictoryShares Emerging Market Volatility Wtd ETF;RS
673298;Umpqua Holdings Corporation;FR
335461;Urstadt Biddle Properties Inc.;BR
359787;Swift Transportation Company;ID
657996;iShares MSCI ACWI ex US Index Fund;KP
388818;Enova International, Inc.;SE
581944;H. B. Fuller Company;ID
219136;J P Morgan Chase & Co;CN
576697;Nuveen Tax-Advantaged Total Return Strategy Fund;CN
356175;Tarena International, Inc.;CN
222595;MGC Diagnostics Corporation;SE
447572;R.R. Donnelley & Sons Company;PE
460964;Assured Guaranty Ltd.;CN
617730;Vertex Energy, Inc;CN
347931;Del Taco Restaurants, Inc.;CN
