PhenotypeID,PhenotypeName,PhenoDesc,DateAdded,LastModified,Status,Version,Type,PopulationID
1000198,"Lourie, grey",Lorythaixoides concolor,2021-01-10 02:44:25,2021-04-06 07:36:42,Working Definition,1,MedPhenotype,5556512
1000199,African buffalo,Snycerus caffer,2021-03-24 23:57:29,2021-03-25 23:57:29 UTC,Working Definition,3,Lab,5556004
1000200,African polecat,Ictonyx striatus,2020-08-11 12:34:27,2020-08-12 12:34:27 UTC,In Progress,3,Lab,5556281
1000201,"Possum, golden brush-tailed",Trichosurus vulpecula,2020-03-14 05:01:24,2020-07-04 09:26:01,Validated Phenotype,3,Disease,5555909
1000202,"Elephant, african",Loxodonta africana,2020-06-13 10:48:24,2021-02-27 02:43:11,Working Definition,2,Disease,5556024
1000203,Arboral spiny rat,Echimys chrysurus,2020-03-05 02:33:27,2020-03-06 02:33:27 UTC,Working Definition,3,Vital,5555778
1000204,Red-billed tropic bird,Phaethon aethereus,2020-07-14 04:29:03,2020-10-29 01:18:15,Validated Phenotype,1,Demograpic,5555882
1000205,"Colobus, black and white",Colobus guerza,2020-05-02 18:45:03,2020-05-03 18:45:03 UTC,Validated Phenotype,1,MedPhenotype,5555664
1000206,Masked booby,Sula dactylatra,2020-11-24 21:08:54,2020-11-25 21:08:54 UTC,Working Definition,1,Procedure,5555782
1000207,"Cormorant, large",Phalacrocorax carbo,2020-09-29 14:39:00,2021-01-24 03:41:53,In Progress,3,MedPhenotype,5556221
1000208,"Toucan, red-billed",Ramphastos tucanus,2020-07-22 21:48:48,2020-07-23 21:48:48 UTC,Validated Phenotype,3,LifeStyle_Envi,5555571
1000209,"Boa, mexican",Boa constrictor mexicana,2019-12-08 17:43:03,2020-11-20 22:21:27,Validated Phenotype,1,LifeStyle_Envi,5555706
1000210,"Stork, marabou",Leptoptilos crumeniferus,2020-03-01 00:09:58,2021-01-17 04:46:33,Working Definition,1,LifeStyle_Envi,5555935
1000211,"Eagle, white-bellied sea",Haliaetus leucogaster,2019-11-02 16:34:16,2019-11-03 16:34:16 UTC,Validated Phenotype,3,Lab,5556031
1000212,Baleen whale,Eubalaena australis,2020-09-30 05:26:50,2020-10-01 05:26:50 UTC,Validated Phenotype,2,Lab,5556266
1000213,Llama,Lama glama,2019-11-22 06:16:18,2019-12-04 22:32:14,Working Definition,2,Procedure,5555828
1000214,Two-toed sloth,Choloepus hoffmani,2020-02-26 00:52:52,2020-02-27 00:52:52 UTC,Validated Phenotype,3,LifeStyle_Envi,5555949
1000215,"Cat, cape wild",Felis libyca,2019-09-21 12:37:38,2019-11-18 07:30:06,Validated Phenotype,2,Demograpic,5555953
1000216,Bateleur eagle,Terathopius ecaudatus,2019-10-31 18:00:57,2020-10-22 18:17:47,Validated Phenotype,2,Disease,5556039
1000217,Green-backed heron,Butorides striatus,2020-06-11 20:33:55,2021-04-01 19:55:35,In Progress,1,LifeStyle_Envi,5555975
1000218,"Gull, pacific",Gabianus pacificus,2020-04-23 06:18:57,2020-07-31 02:08:46,Validated Phenotype,2,Disease,5555626
1000219,Mandras tree shrew,Anathana ellioti,2020-08-10 00:17:53,2020-08-11 00:17:53 UTC,In Progress,3,LifeStyle_Envi,5555840
1000220,"Bird, secretary",Sagittarius serpentarius,2020-09-14 08:01:44,2021-02-20 15:42:54,Working Definition,3,Lab,5556551
1000221,"Sheep, red",Ovis ammon,2020-04-22 06:16:45,2020-10-07 01:32:28,Validated Phenotype,1,LifeStyle_Envi,5555873
1000222,Yak,Bos mutus,2020-03-15 12:18:56,2020-03-16 12:18:56 UTC,Validated Phenotype,2,Disease,5555924
1000223,Gelada baboon,Theropithecus gelada,2020-03-26 20:43:44,2020-12-18 03:22:48,In Progress,1,Disease,5555740
1000224,Clark's nutcracker,Nucifraga columbiana,2019-12-30 21:42:34,2020-11-04 09:50:19,Working Definition,1,LifeStyle_Envi,5555693
1000225,"Hawk, red-tailed",Buteo jamaicensis,2020-02-18 20:16:41,2020-12-08 22:47:57,Working Definition,1,LifeStyle_Envi,5556407
1000226,Marine iguana,Amblyrhynchus cristatus,2020-09-18 11:33:46,2020-09-19 11:33:46 UTC,In Progress,2,Vital,5556063
1000227,Cormorant (unidentified),unavailable,2020-09-23 03:57:07,2020-11-22 19:17:13,Validated Phenotype,3,Lab,5555768
1000228,"Falcon, peregrine",Falco peregrinus,2020-06-10 05:05:30,2020-12-04 08:03:06,In Progress,2,Demograpic,5556231
1000229,"Eland, common",Taurotagus oryx,2020-07-29 08:35:37,2020-07-30 08:35:37 UTC,In Progress,1,MedPhenotype,5555644
1000230,Common boubou shrike,Laniarius ferrugineus,2020-11-27 00:56:28,2021-02-01 00:23:59,Validated Phenotype,3,Vital,5556273
1000231,"Porcupine, north american",Erethizon dorsatum,2020-08-06 16:57:54,2020-08-07 16:57:54 UTC,Working Definition,2,Vital,5555702
1000232,Manatee,Trichechus inunguis,2020-07-12 09:06:58,2020-07-13 09:06:58 UTC,Validated Phenotype,3,MedPhenotype,5556123
1000233,Wild boar,Sus scrofa,2020-12-19 01:23:19,2020-12-20 01:23:19 UTC,Validated Phenotype,1,MedPhenotype,5556457
1000234,"Heron, green",Butorides striatus,2020-03-29 20:10:03,2020-03-30 20:10:03 UTC,Validated Phenotype,1,Lab,5556412
1000235,"Cat, african wild",Felis silvestris lybica,2020-12-07 21:19:28,2020-12-08 21:19:28 UTC,In Progress,3,Vital,5556018
1000236,Red-breasted cockatoo,Eolophus roseicapillus,2020-09-22 02:41:33,2020-09-23 02:41:33 UTC,Working Definition,3,Disease,5555765
1000237,"Flicker, field",Colaptes campestroides,2020-07-16 04:47:55,2020-09-18 15:13:20,Working Definition,3,Lab,5555975
1000238,Topi,Damaliscus lunatus,2020-09-01 22:39:44,2020-09-02 22:39:44 UTC,In Progress,2,MedPhenotype,5556055
1000239,Sambar,Cervus unicolor,2021-03-19 21:40:26,2021-04-10 04:27:42,Working Definition,3,Lab,5555917
1000240,Cheetah,Acinynox jubatus,2021-01-12 05:09:29,2021-02-24 07:57:09,Validated Phenotype,1,Lab,5555916
1000241,Scottish highland cow,Bos taurus,2020-09-30 10:54:07,2021-04-17 10:02:30,Validated Phenotype,2,Disease,5556320
1000242,"Spider, wolf",Lycosa godeffroyi,2021-03-04 06:23:32,2021-03-05 06:23:32 UTC,In Progress,1,Lab,5555906
1000243,Blue-faced booby,Sula dactylatra,2020-02-03 10:50:24,2020-06-01 11:39:08,Validated Phenotype,1,Procedure,5556550
1000244,"Beaver, european",Castor fiber,2020-11-05 14:15:52,2021-03-18 15:43:47,Validated Phenotype,1,Disease,5556198
1000245,"Antelope, sable",Hippotragus niger,2020-03-18 12:54:33,2020-12-13 21:20:55,Working Definition,1,Vital,5555731
1000246,Giant girdled lizard,Cordylus giganteus,2020-10-15 03:23:41,2020-10-16 03:23:41 UTC,In Progress,2,LifeStyle_Envi,5555572
1000247,Ringtail,Bassariscus astutus,2019-11-07 21:55:38,2020-03-11 05:24:04,Working Definition,1,Lab,5556477
1000248,Little heron,Butorides striatus,2021-01-02 17:08:02,2021-01-30 12:57:45,Validated Phenotype,1,Lab,5556436
1000249,Gelada baboon,Theropithecus gelada,2020-12-24 02:53:58,2021-02-16 01:04:05,In Progress,3,MedPhenotype,5556280
1000250,Canada goose,Branta canadensis,2021-02-19 18:02:47,2021-02-20 18:02:47 UTC,In Progress,1,Disease,5556102
1000251,Mule deer,Odocoileus hemionus,2020-08-18 12:57:48,2021-03-01 05:01:31,Validated Phenotype,1,Lab,5555817
1000252,Eastern diamondback rattlesnake,Crotalus adamanteus,2020-07-18 20:20:31,2020-08-10 22:24:37,In Progress,1,Demograpic,5556299
1000253,"Squirrel, thirteen-lined",Spermophilus tridecemlineatus,2019-11-05 00:16:04,2020-01-05 08:17:12,Working Definition,3,Demograpic,5555793
1000254,African black crake,Limnocorax flavirostra,2019-11-17 14:13:42,2020-07-09 05:25:24,Working Definition,2,LifeStyle_Envi,5555696
1000255,Emerald-spotted wood dove,Turtur chalcospilos,2020-09-09 15:09:52,2020-09-10 15:09:52 UTC,Validated Phenotype,1,Lab,5556089
1000256,Killer whale,Orcinus orca,2021-02-08 10:03:17,2021-02-09 10:03:17 UTC,In Progress,3,Disease,5556152
1000257,Woolly-necked stork,Ciconia episcopus,2020-01-06 04:47:51,2020-01-07 04:47:51 UTC,In Progress,1,Demograpic,5555728
1000258,"Crocodile, nile",Crocodylus niloticus,2021-01-13 20:17:47,2021-01-27 03:17:19,Validated Phenotype,2,Demograpic,5555764
1000259,"Coatimundi, white-nosed",Nasua narica,2020-07-03 12:12:53,2020-08-03 22:30:53,In Progress,3,Disease,5556215
1000260,"Hoopoe, eurasian",Upupa epops,2020-12-09 16:35:58,2020-12-10 16:35:58 UTC,In Progress,1,Disease,5555752
1000261,Black rhinoceros,Diceros bicornis,2019-11-07 13:57:56,2020-07-04 07:25:00,Validated Phenotype,3,MedPhenotype,5555649
1000262,"Cormorant, little",Phalacrocorax niger,2020-07-30 16:58:28,2021-03-14 06:17:53,Working Definition,1,Demograpic,5556273
1000263,Common zorro,Dusicyon thous,2020-07-22 01:02:03,2020-07-23 01:02:03 UTC,Working Definition,1,Vital,5556304
1000264,"Ibis, puna",Plegadis ridgwayi,2020-09-03 08:45:27,2021-03-13 21:53:19,Working Definition,1,Procedure,5556496
1000265,"Lemur, brown",Lemur fulvus,2020-06-10 01:23:47,2020-09-15 08:30:23,In Progress,1,Disease,5556527
1000266,Blue duck,Hymenolaimus malacorhynchus,2020-04-26 07:44:16,2020-07-03 10:34:54,Working Definition,2,MedPhenotype,5555640
1000267,"Wildebeest, blue",Connochaetus taurinus,2020-12-31 07:42:03,2021-01-01 07:42:03 UTC,In Progress,1,Vital,5555775
1000268,"Cockatoo, red-breasted",Eolophus roseicapillus,2020-09-19 20:56:25,2020-09-20 20:56:25 UTC,Validated Phenotype,1,Lab,5555730
1000269,Springhare,Pedetes capensis,2020-05-14 00:30:20,2020-05-15 00:30:20 UTC,In Progress,1,Lab,5556504
1000270,"Salmon, sockeye",Oncorhynchus nerka,2021-02-24 02:58:37,2021-02-25 02:58:37 UTC,In Progress,3,Procedure,5555726
1000271,"Bustard, stanley",Neotis denhami,2020-10-24 18:39:11,2020-10-25 18:39:11 UTC,Working Definition,2,MedPhenotype,5555693
1000272,"Roller, lilac-breasted",Coracias caudata,2020-11-14 15:21:36,2020-11-15 15:21:36 UTC,In Progress,1,Procedure,5556033
1000273,"Cardinal, black-throated",Paroaria gularis,2019-10-29 05:20:43,2020-02-08 02:48:51,Working Definition,3,Vital,5556432
1000274,Spectacled caiman,Caiman crocodilus,2019-10-10 01:55:56,2021-03-27 00:04:36,Working Definition,1,Lab,5556501
1000275,Jabiru stork,Ephippiorhynchus mycteria,2021-02-21 02:20:55,2021-02-22 02:20:55 UTC,Validated Phenotype,2,Procedure,5556458
1000276,"Genet, small-spotted",Genetta genetta,2019-11-10 19:16:05,2020-04-16 11:11:38,In Progress,1,Demograpic,5556316
1000277,"Sandpiper, spotted wood",Tringa glareola,2021-02-24 04:12:03,2021-02-25 04:12:03 UTC,Working Definition,2,MedPhenotype,5555591
1000278,"Otter, north american river",Lutra canadensis,2020-01-26 12:50:52,2021-02-26 08:56:32,Working Definition,3,Vital,5556186
1000279,Southern right whale,Eubalaena australis,2020-08-10 01:52:36,2021-03-19 08:21:46,Validated Phenotype,2,MedPhenotype,5555699
1000280,"Bustard, stanley",Neotis denhami,2020-01-23 05:26:06,2020-06-11 22:25:48,In Progress,2,Vital,5555617
1000281,"Owl, madagascar hawk",Ninox superciliaris,2020-08-31 19:27:54,2020-09-01 19:27:54 UTC,In Progress,3,Demograpic,5556209
1000282,"Moorhen, purple",Porphyrio porphyrio,2020-09-16 17:06:54,2020-09-17 17:06:54 UTC,Validated Phenotype,3,LifeStyle_Envi,5555613
1000283,"Fox, savanna",Dusicyon thous,2020-02-01 14:24:30,2020-04-11 23:11:12,In Progress,1,Demograpic,5556296
1000284,"Flicker, campo",Colaptes campestroides,2020-12-10 05:08:04,2020-12-11 05:08:04 UTC,Validated Phenotype,2,Demograpic,5556102
1000285,"Cormorant, javanese",Phalacrocorax niger,2021-03-01 07:27:45,2021-03-02 07:27:45 UTC,In Progress,2,Procedure,5555661
1000286,"Phalarope, red",Phalaropus fulicarius,2020-05-04 06:11:16,2020-12-17 15:22:57,In Progress,3,Disease,5555559
1000287,"Dolphin, striped",Stenella coeruleoalba,2020-10-25 03:57:40,2021-02-17 03:13:14,In Progress,2,Procedure,5555601
1000288,"White-eye, pale",Zosterops pallidus,2020-06-18 15:19:51,2020-06-19 15:19:51 UTC,Working Definition,1,MedPhenotype,5555761
1000289,Carpet snake,Morelia spilotes variegata,2020-12-10 09:52:21,2020-12-11 09:52:21 UTC,Working Definition,2,Disease,5555704
1000290,"Lion, galapagos sea",Zalophus californicus,2020-10-25 15:36:45,2020-10-26 15:36:45 UTC,Working Definition,3,Vital,5555845
1000291,Paca,Agouti paca,2020-06-14 14:25:00,2020-06-15 14:25:00 UTC,Working Definition,2,Lab,5556381
1000292,"Hawk, galapagos",Buteo galapagoensis,2020-08-13 08:35:30,2020-08-14 08:35:30 UTC,In Progress,3,Demograpic,5556144
1000293,"Wallaby, agile",Macropus agilis,2020-03-24 18:50:35,2020-09-21 05:26:22,In Progress,2,Disease,5555856
1000294,Long-necked turtle,Chelodina longicollis,2020-07-17 19:34:33,2020-09-08 22:32:53,Working Definition,2,Lab,5555768
1000295,"Cormorant, neotropic",Phalacrocorax brasilianus,2020-07-01 15:20:17,2020-07-02 15:20:17 UTC,Working Definition,1,Procedure,5556506
1000296,Cook's tree boa,Corallus hortulanus cooki,2021-01-25 18:07:44,2021-03-01 06:26:37,In Progress,3,MedPhenotype,5556371
1000297,Kafue flats lechwe,Kobus leche robertsi,2021-02-28 12:23:51,2021-03-01 12:23:51 UTC,Validated Phenotype,1,Demograpic,5555585
1000298,"Plover, blacksmith",Vanellus armatus,2019-12-03 23:11:24,2020-09-22 03:30:33,Validated Phenotype,2,LifeStyle_Envi,5556157
1000299,Plains zebra,Equus burchelli,2020-02-25 08:27:19,2020-02-26 08:27:19 UTC,In Progress,2,Procedure,5555871
1000300,Pine siskin,Carduelis pinus,2020-02-29 16:57:23,2020-07-27 22:25:07,In Progress,1,LifeStyle_Envi,5555697
1000301,Pacific gull,Gabianus pacificus,2020-08-17 20:11:12,2021-03-08 22:25:22,Validated Phenotype,1,Demograpic,5556187
1000302,"Deer, white-tailed",Odocoilenaus virginianus,2020-06-11 07:51:52,2020-11-27 09:26:23,In Progress,3,Lab,5555682
1000303,"Dik, kirk's dik",Madoqua kirkii,2019-10-03 14:02:34,2020-12-17 08:44:22,Validated Phenotype,3,LifeStyle_Envi,5556438
1000304,Agama lizard (unidentified),Agama sp.,2020-02-13 16:36:41,2020-04-30 18:32:35,Working Definition,1,Lab,5555622
1000305,American marten,Martes americana,2020-09-11 15:40:41,2020-09-12 15:40:41 UTC,Validated Phenotype,3,Vital,5555814
1000306,Masked booby,Sula dactylatra,2020-05-13 15:53:28,2020-10-31 05:40:55,In Progress,1,MedPhenotype,5556262
1000307,European red squirrel,Sciurus vulgaris,2019-10-02 23:49:25,2020-04-23 14:18:17,Working Definition,3,MedPhenotype,5556140
1000308,Blue-footed booby,Sula nebouxii,2020-08-27 23:35:55,2020-08-28 23:35:55 UTC,Working Definition,3,MedPhenotype,5555560
1000309,"Lemur, brown",Lemur fulvus,2020-04-05 08:10:16,2020-10-16 17:30:13,Validated Phenotype,2,Demograpic,5555955
1000310,"Crane, wattled",Bugeranus caruncalatus,2020-05-08 14:55:09,2020-10-29 04:02:12,In Progress,1,Disease,5556276
1000311,Lesser masked weaver,Ploceus intermedius,2020-12-31 12:55:17,2021-02-22 04:13:54,Validated Phenotype,1,MedPhenotype,5555649
1000312,Black-throated butcher bird,Cracticus nigroagularis,2020-07-05 09:21:52,2020-07-06 09:21:52 UTC,Validated Phenotype,3,Lab,5556552
1000313,Slender-billed cockatoo,Cacatua tenuirostris,2020-03-11 18:33:23,2020-03-12 18:33:23 UTC,In Progress,2,Lab,5556266
1000314,"Tern, royal",Thalasseus maximus,2021-03-12 11:49:33,2021-03-13 11:49:33 UTC,In Progress,1,Disease,5555557
1000315,"Porcupine, tree",Coendou prehensilis,2020-04-08 20:12:24,2020-12-14 08:41:42,In Progress,1,MedPhenotype,5556321
1000316,Warthog,Phacochoerus aethiopus,2020-09-21 02:28:25,2020-09-22 02:28:25 UTC,Working Definition,3,Lab,5556348
1000317,Large cormorant,Phalacrocorax carbo,2020-07-18 16:38:24,2021-02-11 22:52:00,Validated Phenotype,2,Disease,5556115
1000318,"Bee-eater, white-fronted",Merops bullockoides,2020-11-27 14:32:58,2020-11-28 14:32:58 UTC,In Progress,1,Demograpic,5555951
1000319,Cape starling,Lamprotornis nitens,2021-01-27 17:32:14,2021-01-28 17:32:14 UTC,In Progress,2,Disease,5555948
1000320,"Bird, pied butcher",Cracticus nigroagularis,2020-11-11 16:56:57,2020-11-12 16:56:57 UTC,In Progress,3,Demograpic,5555784
1000321,"Skink, blue-tongued",Tiliqua scincoides,2020-12-01 16:21:33,2020-12-02 16:21:33 UTC,Working Definition,1,Procedure,5555705
1000322,Gambel's quail,Callipepla gambelii,2020-04-26 12:41:31,2020-04-27 12:41:31 UTC,In Progress,1,Demograpic,5556117
1000323,"Baboon, yellow",Papio cynocephalus,2021-02-25 21:12:07,2021-02-26 21:12:07 UTC,Validated Phenotype,1,Demograpic,5556490
1000324,"Bear, american black",Ursus americanus,2020-07-04 04:30:53,2020-11-27 15:55:52,Validated Phenotype,2,Lab,5555598
1000325,Black-crowned crane,Balearica pavonina,2021-03-10 21:42:52,2021-03-11 21:42:52 UTC,Working Definition,1,Lab,5555901
1000326,Green-winged trumpeter,Psophia viridis,2021-01-14 02:12:18,2021-01-15 02:12:18 UTC,Validated Phenotype,3,Procedure,5556136
1000327,"Hornbill, red-billed",Tockus erythrorhyncus,2020-03-11 10:31:21,2020-12-06 12:18:31,Validated Phenotype,1,Vital,5555778
1000328,"Caiman, spectacled",Caiman crocodilus,2020-08-08 08:15:35,2020-08-09 08:15:35 UTC,In Progress,3,MedPhenotype,5555838
1000329,Grizzly bear,Ursus arctos,2020-09-23 11:33:00,2020-10-03 15:37:07,Working Definition,3,Vital,5556515
1000330,Kori bustard,Choriotis kori,2021-01-09 23:44:17,2021-01-10 23:44:17 UTC,Validated Phenotype,1,Procedure,5555565
1000331,"Sandpiper, spotted wood",Tringa glareola,2021-02-10 02:38:01,2021-02-11 02:38:01 UTC,Working Definition,3,Procedure,5555738
1000332,"Lark, horned",Eremophila alpestris,2019-11-04 12:53:51,2021-02-21 09:11:56,Validated Phenotype,1,Procedure,5556384
1000333,"Squirrel, red",Tamiasciurus hudsonicus,2020-04-17 19:31:28,2020-05-16 21:00:34,Working Definition,2,Procedure,5556259
1000334,"Jackal, asiatic",Canis aureus,2020-04-17 20:10:45,2021-02-16 22:22:04,Validated Phenotype,1,LifeStyle_Envi,5556552
1000335,Lapwing (unidentified),Vanellus sp.,2021-04-02 07:14:49,2021-04-03 07:14:49 UTC,In Progress,2,MedPhenotype,5555556
1000336,Arboral spiny rat,Echimys chrysurus,2019-10-26 12:11:36,2019-10-26 23:32:23,Validated Phenotype,1,Vital,5555601
1000337,"Iguana, common green",Iguana iguana,2021-01-18 17:21:12,2021-01-19 17:21:12 UTC,Validated Phenotype,1,Lab,5556063
1000338,"Raven, white-necked",Corvus albicollis,2019-09-27 14:53:17,2021-01-27 06:27:02,Validated Phenotype,2,Demograpic,5556318
1000339,Cougar,Felis concolor,2019-10-17 08:29:09,2019-10-18 08:29:09 UTC,In Progress,3,Disease,5556553
1000340,American black bear,Ursus americanus,2021-01-06 08:47:29,2021-01-07 08:47:29 UTC,Validated Phenotype,2,Procedure,5556006
1000341,"Eagle, crowned",Spizaetus coronatus,2020-12-01 18:36:42,2020-12-02 18:36:42 UTC,Working Definition,3,MedPhenotype,5556352
1000342,Two-banded monitor,Varanus salvator,2020-05-15 11:48:45,2020-05-16 11:48:45 UTC,Validated Phenotype,1,Vital,5556368
1000343,Ring-tailed possum,Pseudocheirus peregrinus,2020-04-27 23:57:00,2020-08-25 15:17:14,Validated Phenotype,3,MedPhenotype,5556401
1000344,"Rattlesnake, eastern diamondback",Crotalus adamanteus,2020-08-29 14:50:21,2020-10-08 15:59:52,In Progress,1,Disease,5555783
1000345,African pied wagtail,Motacilla aguimp,2019-10-21 01:10:37,2020-02-05 19:16:25,Validated Phenotype,3,Procedure,5556182
1000346,South African hedgehog,Erinaceus frontalis,2021-04-18 14:27:09,2021-04-19 14:27:09 UTC,Working Definition,1,Vital,5556426
1000347,"Tarantula, salmon pink bird eater",Lasiodora parahybana,2021-01-28 08:32:41,2021-01-29 08:32:41 UTC,In Progress,1,Disease,5556260
1000348,Blue racer,Coluber constrictor foxii,2020-10-10 17:50:59,2020-10-28 16:08:39,In Progress,1,MedPhenotype,5555687
1000349,"Gull, dusky",Larus fuliginosus,2020-05-13 07:20:51,2020-05-14 07:20:51 UTC,In Progress,2,Vital,5555830
1000350,Crested screamer,Chauna torquata,2020-05-10 22:55:15,2020-05-11 22:55:15 UTC,Working Definition,1,Procedure,5555772
1000351,African jacana,Actophilornis africanus,2019-09-25 04:35:37,2020-12-28 04:47:42,Validated Phenotype,1,Lab,5555864
1000352,"Kangaroo, jungle",Macropus agilis,2020-02-23 07:41:20,2020-11-11 16:35:10,In Progress,2,Demograpic,5555816
1000353,Blue fox,Alopex lagopus,2020-10-30 06:36:40,2020-10-31 06:36:40 UTC,Validated Phenotype,1,MedPhenotype,5556541
1000354,Vervet monkey,Cercopithecus aethiops,2020-04-06 13:53:22,2020-04-07 13:53:22 UTC,In Progress,2,LifeStyle_Envi,5556159
1000355,"Colobus, white-mantled",Colobus guerza,2020-09-25 23:43:51,2020-09-26 23:43:51 UTC,Working Definition,1,LifeStyle_Envi,5555645
1000356,"Rhea, gray",Rhea americana,2020-09-30 10:44:20,2020-10-01 10:44:20 UTC,In Progress,1,LifeStyle_Envi,5555690
1000357,"Sloth, two-toed tree",Choloepus hoffmani,2020-05-07 04:28:24,2020-05-08 04:28:24 UTC,Validated Phenotype,1,LifeStyle_Envi,5556325
1000358,"Duiker, gray",Sylvicapra grimma,2021-04-12 01:34:58,2021-04-13 01:34:58 UTC,Validated Phenotype,3,LifeStyle_Envi,5555884
1000359,"Monkey, black spider",Ateles paniscus,2020-11-16 21:33:50,2020-12-28 18:56:06,Working Definition,1,Disease,5556345
1000360,"Rhinoceros, black",Diceros bicornis,2020-07-22 16:13:58,2020-07-23 16:13:58 UTC,In Progress,2,Vital,5556218
1000361,"Squirrel, thirteen-lined",Spermophilus tridecemlineatus,2021-02-03 19:04:21,2021-02-04 19:04:21 UTC,Working Definition,1,MedPhenotype,5555631
1000362,Purple grenadier,Uraeginthus granatina,2020-04-16 15:57:54,2020-04-17 15:57:54 UTC,Working Definition,3,Lab,5556519
1000363,"Goose, canada",Branta canadensis,2021-03-23 18:36:48,2021-03-24 18:36:48 UTC,In Progress,1,Procedure,5555633
1000364,"Eagle, african fish",Haliaetus vocifer,2020-06-18 17:15:07,2020-06-19 17:15:07 UTC,Validated Phenotype,3,Disease,5555925
1000365,"Skunk, striped",Mephitis mephitis,2019-12-16 12:56:58,2020-10-31 04:26:51,Working Definition,2,Demograpic,5556216
1000366,"Owl, australian masked",Tyto novaehollandiae,2021-03-04 14:15:46,2021-03-05 14:15:46 UTC,In Progress,3,MedPhenotype,5556149
1000367,Pine squirrel,Tamiasciurus hudsonicus,2020-12-21 13:53:22,2020-12-22 13:53:22 UTC,In Progress,1,Procedure,5556433
1000368,"Parakeet, rose-ringed",Psittacula krameri,2020-12-03 19:04:34,2020-12-04 19:04:34 UTC,Working Definition,1,Procedure,5555707
1000369,"Pigeon, wood",Columba palumbus,2021-02-07 21:54:41,2021-02-08 21:54:41 UTC,Working Definition,3,LifeStyle_Envi,5555847
1000370,"Flycatcher, tyrant",Myiarchus tuberculifer,2019-10-31 17:33:57,2019-12-10 01:45:13,Working Definition,1,Lab,5556199
1000371,"Duiker, gray",Sylvicapra grimma,2020-07-07 00:45:55,2020-07-08 00:45:55 UTC,In Progress,2,MedPhenotype,5555643
1000372,Sociable weaver,Philetairus socius,2020-03-08 16:21:55,2020-05-07 01:10:29,Working Definition,2,Vital,5556376
1000373,White-headed vulture,Aegypius occipitalis,2019-10-06 08:52:32,2020-10-24 13:44:45,Working Definition,1,Demograpic,5556342
1000374,"Heron, yellow-crowned night",Nyctanassa violacea,2020-08-01 22:14:26,2020-10-10 16:12:19,Working Definition,3,LifeStyle_Envi,5555851
1000375,"Duck, white-faced whistling",Dendrocygna viduata,2021-04-02 10:58:24,2021-04-03 10:58:24 UTC,In Progress,1,Disease,5555891
1000376,Tailless tenrec,Tenrec ecaudatus,2019-11-04 05:24:38,2019-11-05 05:24:38 UTC,In Progress,1,Lab,5555985
1000377,"Lizard, desert spiny",Sceloporus magister,2020-03-07 21:40:47,2021-01-25 12:15:13,In Progress,2,MedPhenotype,5556222
1000378,"Fox, crab-eating",Dusicyon thous,2020-11-05 18:10:18,2020-11-06 18:10:18 UTC,In Progress,1,Demograpic,5556151
1000379,"Hen, sage",Centrocercus urophasianus,2021-02-24 11:09:56,2021-02-25 11:09:56 UTC,Validated Phenotype,1,Vital,5555988
1000380,Frilled lizard,Chlamydosaurus kingii,2020-05-28 14:35:31,2020-09-30 08:44:47,In Progress,1,Procedure,5556527
1000381,"Siskin, yellow-rumped",Carduelis uropygialis,2020-10-27 11:47:46,2021-03-18 04:22:20,Validated Phenotype,1,LifeStyle_Envi,5556480
1000382,"Stilt, black-winged",Himantopus himantopus,2020-05-20 12:13:46,2020-12-02 10:18:27,Validated Phenotype,1,MedPhenotype,5556359
1000383,Eastern white pelican,Pelecans onocratalus,2020-12-25 11:15:25,2020-12-26 11:15:25 UTC,In Progress,1,Lab,5556243
1000384,"Fox, savanna",Dusicyon thous,2020-10-07 22:32:53,2021-04-02 03:03:48,In Progress,3,Disease,5555741
1000385,"Lion, southern sea",Otaria flavescens,2020-11-25 00:49:13,2020-11-26 00:49:13 UTC,Validated Phenotype,1,Lab,5556434
1000386,Purple moorhen,Porphyrio porphyrio,2020-07-23 06:00:05,2020-07-24 06:00:05 UTC,Validated Phenotype,1,Disease,5555744
1000387,"Cardinal, black-throated",Paroaria gularis,2020-09-05 07:21:33,2020-09-06 07:21:33 UTC,Working Definition,3,Lab,5556092
1000388,"Dove, emerald-spotted wood",Turtur chalcospilos,2019-10-29 08:09:06,2020-10-03 05:07:58,In Progress,1,Demograpic,5555627
1000389,Fairy penguin,Eudyptula minor,2019-09-20 18:01:05,2020-02-04 23:28:27,In Progress,1,Procedure,5556138
1000390,"Waxbill, blue",Uraeginthus angolensis,2019-12-23 05:41:54,2021-04-13 05:54:41,In Progress,2,Disease,5555736
1000391,"Raccoon, crab-eating",Procyon cancrivorus,2019-12-29 09:06:13,2021-04-15 06:04:51,In Progress,2,Disease,5555606
1000392,Crested porcupine,Hystrix cristata,2020-06-05 10:13:16,2021-01-15 16:53:20,Validated Phenotype,3,Vital,5556544
1000393,Ostrich,Struthio camelus,2019-11-23 10:07:00,2019-12-30 21:10:11,Working Definition,1,Lab,5556393
1000394,"Pigeon, wood",Columba palumbus,2020-02-10 12:15:59,2020-02-11 12:15:59 UTC,Working Definition,3,Lab,5556532
1000395,Indian porcupine,Hystrix indica,2020-04-09 09:05:09,2020-04-10 09:05:09 UTC,Validated Phenotype,3,Procedure,5555927
1000396,"Dog, black-tailed prairie",Cynomys ludovicianus,2021-03-31 00:07:22,2021-04-01 00:07:22 UTC,Working Definition,1,MedPhenotype,5555616
