PropertyID;PropertyName;PropertyType
200699;RenaissanceRe Holdings Ltd.;FR
200700;Infinity Property and Casualty Corporation;PL
200701;New America High Income Fund, Inc. (The);FR
200702;Ralph Lauren Corporation;NO
200703;O'Reilly Automotive, Inc.;BR
200704;Harris Corporation;NP
200705;Santander Holdings USA, Inc.;PH
200706;ClearSign Combustion Corporation;TG
200707;Barings Corporate Investors;PT
200708;Atmos Energy Corporation;PL
200709;Keryx Biopharmaceuticals, Inc.;AF
200710;Echelon Corporation;US
200711;Daseke, Inc.;NI
200712;Clearfield, Inc.;GT
200713;Forterra, Inc.;CA
200714;Comstock Resources, Inc.;ES
200715;INC Research Holdings, Inc.;VN
200716;Financial Engines, Inc.;PT
200717;South Jersey Industries, Inc.;MZ
200718;Vanguard Russell 2000 Value ETF;CN
200719;Duke Realty Corporation;CN
200720;Flowers Foods, Inc.;ID
200721;Ceragon Networks Ltd.;SV
200722;Liberty Media Corporation;CU
200723;China Information Technology, Inc.;CN
200724;MMA Capital Management, LLC;BR
200725;Howard Bancorp, Inc.;VE
200726;National American University Holdings, Inc.;KR
200727;Inseego Corp.;CN
200728;Skyline Medical Inc.;ID
200729;Blackrock MuniVest Fund II, Inc.;CN
200730;Potlatch Corporation;RU
200731;Horizons DAX Germany ETF;CN
200732;Videocon d2h Limited;KE
200733;New Ireland Fund, Inc. (The);VN
200734;Grupo Financiero Galicia S.A.;MY
200735;Oramed Pharmaceuticals Inc.;CN
200736;Triumph Bancorp, Inc.;ID
200737;iShares S&P Emerging Markets Infrastructure Index Fund;ID
200738;Mesa Laboratories, Inc.;SE
200739;J. W. Mays, Inc.;NG
200740;Microsemi Corporation;CN
200741;QCR Holdings, Inc.;CR
200742;Delcath Systems, Inc.;BR
200743;SI Financial Group, Inc.;KR
200744;Alibaba Group Holding Limited;GR
200745;PartnerRe Ltd.;CN
200746;DAQO New Energy Corp.;PT
200747;Hartford Financial Services Group, Inc. (The);ID
200748;Booz Allen Hamilton Holding Corporation;CN
200749;Pimco Corporate & Income Stategy Fund;PK
200750;Atkore International Group Inc.;BR
200751;MakeMyTrip Limited;ID
200752;PowerShares KBW Premium Yield Equity REIT Portfolio;CN
200753;The Goodyear Tire & Rubber Company;US
200754;Panhandle Royalty Company;CN
200755;CPI Card Group Inc.;CM
200756;New Mountain Finance Corporation;RU
200757;Brookfield Renewable Partners L.P.;CM
200758;Genetic Technologies Ltd;RU
200759;ConAgra Brands, Inc.;CN
200760;Blackrock MuniYield Pennsylvania Quality Fund;TZ
200761;Eversource Energy;CM
200762;Frequency Electronics, Inc.;CN
200763;Medtronic plc;CN
200764;Splunk Inc.;MZ
200765;Tortoise Power and Energy Infrastructure Fund, Inc;BF
200766;Blackrock MuniYield Quality Fund, Inc.;PK
200767;China Green Agriculture, Inc.;ID
200768;Safe Bulkers, Inc;US
200769;NII Holdings, Inc.;PE
200770;Power Integrations, Inc.;JP
200771;Alliance Data Systems Corporation;ID
200772;Chevron Corporation;HT
200773;Verso Corporation;US
200774;BofI Holding, Inc.;CN
200775;Siebert Financial Corp.;GR
200776;Eagle Point Credit Company Inc.;CN
200777;Telephone and Data Systems, Inc.;LB
200778;Duluth Holdings Inc.;UA
200779;Kingstone Companies, Inc;BY
200780;PACCAR Inc.;RU
200781;First Trust Indxx Global Agriculture ETF;CN
200782;OncoSec Medical Incorporated;PH
200783;Steel Dynamics, Inc.;RU
200784;Eagle Growth and Income Opportunities Fund;MM
200785;FelCor Lodging Trust Incorporated;BR
200786;WisdomTree Emerging Markets Quality Dividend Growth Fund;VE
200787;ING Group, N.V.;CZ
200788;AcelRx Pharmaceuticals, Inc.;ID
200789;LeMaitre Vascular, Inc.;AZ
200790;Commerce Bancshares, Inc.;CZ
200791;Soligenix, Inc.;PH
200792;NN, Inc.;AZ
200793;C.R. Bard, Inc.;PH
200794;Carolina Trust BancShares, Inc.;ID
200795;PDL BioPharma, Inc.;CU
200796;Steven Madden, Ltd.;CN
200797;Altimmune, Inc.;AR
200798;Zix Corporation;MA
200799;Forterra, Inc.;NG
200800;Sun Communities, Inc.;ID
200801;Ramco-Gershenson Properties Trust;FR
200802;Global X Robotics & Artificial Intelligence ETF;PS
200803;CalAtlantic Group, Inc.;CN
200804;Legacy Reserves LP;CG
200805;Japan Smaller Capitalization Fund Inc;DK
200806;Overstock.com, Inc.;CN
200807;Conduent Incorporated;CN
200808;Natus Medical Incorporated;PH
200809;FIRST REPUBLIC BANK;PT
200810;NCI, Inc.;ID
200811;The Hain Celestial Group, Inc.;PS
200812;Aegon NV;RU
200813;MER Telemanagement Solutions Ltd.;VN
200814;Function(x) Inc.;CN
200815;iShares S&P India Nifty 50 Index Fund;PL
200816;Natural Gas Services Group, Inc.;TH
200817;IDEX Corporation;BR
200818;Shaw Communications Inc.;CN
200819;Enel Chile S.A.;AR
200820;DTE Energy Company;NG
200821;RenaissanceRe Holdings Ltd.;ID
200822;Principal Shareholder Yield Index ETF;PH
200823;Essex Property Trust, Inc.;RU
200824;MSG Networks Inc.;PL
200825;Akari Therapeutics Plc;MW
200826;Vital Therapies, Inc.;PT
200827;3M Company;OM
200828;Cray Inc;PH
200829;SB Financial Group, Inc.;RU
200830;Terreno Realty Corporation;HU
200831;ONEOK, Inc.;RU
200832;Golden Ocean Group Limited;CN
200833;Apollo Endosurgery, Inc.;CN
200834;Air Transport Services Group, Inc;BY
200835;Huntington Bancshares Incorporated;UA
200836;PowerShares DWA Momentum Portfolio;CN
200837;Codorus Valley Bancorp, Inc;CO
200838;Datawatch Corporation;VN
200839;Davis Select Worldwide ETF;ID
200840;Harmonic Inc.;ZA
200841;Countrywide Financial Corporation;PH
200842;IRSA Propiedades Comerciales S.A.;ES
200843;Seaspan Corporation;LV
200844;CyberArk Software Ltd.;CA
200845;NTT DOCOMO, Inc;CN
200846;Pyxis Tankers Inc.;SI
200847;Seaspan Corporation;FR
200848;Kite Realty Group Trust;CN
200849;MEI Pharma, Inc.;PH
200850;PriceSmart, Inc.;FR
200851;Bank of America Corporation;RU
200852;Renewable Energy Group, Inc.;PH
200853;Incyte Corporation;PT
200854;Enable Midstream Partners, LP;CN
200855;ASV Holdings, Inc.;CZ
200856;Psychemedics Corporation;ID
200857;Northwest Bancshares, Inc.;CN
200858;Ares Management L.P.;PH
200859;Grupo Supervielle S.A.;CN
200860;TravelCenters of America LLC;RU
200861;SunOpta, Inc.;PH
200862;BP Prudhoe Bay Royalty Trust;CN
200863;The ONE Group Hospitality, Inc.;CU
200864;Bloomin' Brands, Inc.;ID
200865;China Life Insurance Company Limited;CN
200866;Galmed Pharmaceuticals Ltd.;PL
200867;WisdomTree Barclays Negative Duration U.S. Aggregate Bond Fund;PL
200868;First Northwest Bancorp;CN
200869;ClearBridge Dividend Strategy ESG ETF;ID
200870;Beasley Broadcast Group, Inc.;MX
200871;Discover Financial Services;NI
200872;Public Storage;PE
200873;MannKind Corporation;CN
200874;Humana Inc.;CH
200875;LeMaitre Vascular, Inc.;ID
200876;QEP Resources, Inc.;SE
200877;Zumiez Inc.;YE
200878;Encore Wire Corporation;FR
200879;NuVasive, Inc.;EC
200880;PCM, Inc.;RU
200881;Bioanalytical Systems, Inc.;CN
200882;Southern National Bancorp of Virginia, Inc.;ID
200883;CounterPath Corporation;CN
200884;Quotient Limited;PH
200885;Teekay Offshore Partners L.P.;CN
200886;Crane Company;CO
200887;Weyerhaeuser Company;RU
200888;TELUS Corporation;CN
200889;Curtiss-Wright Corporation;IR
200890;Galapagos NV;PE
200891;First Bancorp;FR
200892;Global Net Lease, Inc.;CN
200893;Comcast Corporation;PE
200894;BiondVax Pharmaceuticals Ltd.;TZ
200895;Safe Bulkers, Inc;CN
200896;CBRE Group, Inc.;ID
200897;Putnam Premier Income Trust;CN
200898;Hanmi Financial Corporation;RS
200899;Amarin Corporation plc;EG
200900;Achillion Pharmaceuticals, Inc.;FR
200901;ACNB Corporation;ID
200902;PayPal Holdings, Inc.;MM
200903;Safety Insurance Group, Inc.;ID
200904;Double Eagle Acquisition Corp.;UG
200905;CSRA Inc.;CN
200906;Woori Bank;BO
200907;NorthStar Realty Europe Corp.;CN
200908;eBay Inc.;ID
200909;Synacor, Inc.;CN
200910;Fiesta Restaurant Group, Inc.;FR
200911;Greene County Bancorp, Inc.;CN
200912;Salem Media Group, Inc.;CN
200913;Lake Shore Bancorp, Inc.;US
200914;M&T Bank Corporation;CN
200915;Vanguard Russell 1000 ETF;PT
200916;Hersha Hospitality Trust;MX
200917;Cummins Inc.;BR
200918;Harley-Davidson, Inc.;ID
200919;U.S. Energy Corp.;JP
200920;Sensus Healthcare, Inc.;BY
200921;Bank of Marin Bancorp;CN
200922;Neustar, Inc.;AR
200923;Kinross Gold Corporation;PL
200924;PowerShares S&P SmallCap Utilities Portfolio;MN
200925;ITUS Corporation;RS
200926;Ascena Retail Group, Inc.;RU
200927;Heritage-Crystal Clean, Inc.;SE
200928;Saban Capital Acquisition Corp.;PE
200929;Flowers Foods, Inc.;RU
200930;eHealth, Inc.;CN
200931;Engility Holdings, Inc.;BR
200932;STRATS Trust;RU
200933;Cross Timbers Royalty Trust;ZA
200934;AptarGroup, Inc.;ID
200935;Navient Corporation;BR
200936;iShares Nasdaq Biotechnology Index Fund;RS
200937;PS Business Parks, Inc.;RU
200938;The Long-Term Care ETF;LY
200939;Nuveen Intermediate Duration Municipal Term Fund;US
200940;First Foundation Inc.;PS
200941;Liberty Global plc;AM
200942;Cesca Therapeutics Inc.;RU
200943;China Petroleum & Chemical Corporation;PH
200944;FlexShares Credit-Scored US Long Corporate Bond Index Fund;TH
200945;National Security Group, Inc.;CN
200946;iShares MSCI Global Impact ETF;FM
200947;Diodes Incorporated;PH
200948;Urban One, Inc. ;CO
200949;VictoryShares Dividend Accelerator ETF;CN
200950;Bojangles', Inc.;BD
200951;Banco Santander, S.A.;FR
200952;Farmland Partners Inc.;UA
200953;Ericsson;CN
200954;Artesian Resources Corporation;CN
200955;Bank of Commerce Holdings (CA);CN
200956;NextEra Energy, Inc.;RU
200957;Macro Bank Inc.;CA
200958;Vanguard Russell 1000 Value ETF;PE
200959;Shell Midstream Partners, L.P.;CN
200960;MetLife, Inc.;ID
200961;First Trust NASDAQ Clean Edge Green Energy Index Fund;CN
200962;iRadimed Corporation;JP
200963;Janus Henderson Small/Mid Cap Growth Alpha ETF;ZA
200964;Clearfield, Inc.;BG
200965;Acuity Brands Inc;SE
200966;VelocityShares 3x Long Silver ETN;PH
200967;Collegium Pharmaceutical, Inc.;US
200968;General Electric Capital Corporation;CN
200969;Citigroup Inc.;UA
200970;Papa John's International, Inc.;RU
200971;Dorchester Minerals, L.P.;CZ
200972;Ormat Technologies, Inc.;PE
200973;Conyers Park Acquisition Corp.;PH
200974;Cascadian Therapeutics, Inc.;CN
200975;USA Compression Partners, LP;CN
200976;PowerShares S&P SmallCap Industrials Portfolio;CN
200977;Masimo Corporation;MX
200978;Intelsat S.A.;MN
200979;Pebblebrook Hotel Trust;CN
200980;MuleSoft, Inc.;AU
200981;Enbridge Energy Management LLC;CN
200982;Yelp Inc.;ID
200983;Pimco Municipal Income Fund II;ID
200984;MobileIron, Inc.;FR
200985;Bio-Rad Laboratories, Inc.;PL
200986;Gaia, Inc.;TW
200987;Morgan Stanley;AO
200988;Atwood Oceanics, Inc.;SL
200989;Globus Medical, Inc.;PH
200990;Therapix Biosciences Ltd.;CN
200991;China Southern Airlines Company Limited;CN
200992;Zendesk, Inc.;SI
200993;Synthesis Energy Systems, Inc.;VE
200994;VelocityShares Daily 2x VIX Short-Term ETN;PH
200995;National General Holdings Corp;NG
200996;SVB Financial Group;RU
200997;Webster Financial Corporation;PL
200998;Hancock Holding Company;BO
200999;Blackbaud, Inc.;CN
201000;Controladora Vuela Compania de Aviacion, S.A.B. de C.V.;UG
